,dew_point,air_temp,air_pressure,wind_dir,wind_speed,cumulative_snow_hours,cumulative_rain_hours,year,month,day,hour
104,-16.0,8.0,1016.6,350.0,7.0,0,10.0,2015,1,5,8
105,-17.9,6.1,1022.8,360.0,6.0,0,6.0,2015,1,5,9
106,-18.0,4.0,1016.6,350.0,8.0,0,10.0,2015,1,5,10
107,-21.0,3.0,1016.6,340.0,9.0,0,10.0,2015,1,5,11
108,-23.4,2.2,1027.2,340.0,7.0,0,3.0,2015,1,5,12
109,-23.0,1.0,1016.6,320.0,9.0,0,10.0,2015,1,5,13
110,-23.0,0.0,1016.6,330.0,11.0,0,10.0,2015,1,5,14
111,-27.1,-0.1,1028.9,360.0,5.0,0,0.0,2015,1,5,15
112,-24.0,-5.0,1016.6,350.0,6.0,0,10.0,2015,1,5,16
113,-24.0,-4.0,1016.6,360.0,7.0,0,10.0,2015,1,5,17
114,-26.1,-1.1,1030.0,340.0,4.0,0,0.0,2015,1,5,18
115,-24.0,-4.0,1016.6,60.0,2.0,0,10.0,2015,1,5,19
116,-23.0,-5.0,1016.6,20.0,2.0,0,10.0,2015,1,5,20
117,-22.6,-1.3,1029.7,360.0,4.0,0,0.0,2015,1,5,21
118,-23.0,-6.0,1016.6,180.0,1.0,0,10.0,2015,1,5,22
119,-23.0,-6.0,1016.6,180.0,1.0,0,10.0,2015,1,5,23
120,-21.1,-2.8,1029.9,40.0,2.0,0,0.0,2015,1,6,0
121,-19.0,0.0,1016.6,350.0,4.0,0,10.0,2015,1,6,1
122,-22.0,0.0,1016.6,30.0,3.0,0,10.0,2015,1,6,2
123,-21.8,2.2,1028.8,360.0,1.0,0,71.0,2015,1,6,3
124,-22.0,4.0,1016.6,310.0,7.0,0,10.0,2015,1,6,4
125,-22.0,5.0,1016.6,310.0,7.0,0,10.0,2015,1,6,5
126,-22.4,3.4,1025.9,220.0,4.0,0,6.0,2015,1,6,6
127,-21.0,5.0,1016.6,240.0,4.0,0,10.0,2015,1,6,7
128,-21.0,5.0,1016.6,220.0,5.0,0,10.0,2015,1,6,8
129,-22.2,1.7,1026.0,220.0,2.0,0,6.0,2015,1,6,9
130,-22.0,3.0,1016.6,210.0,3.0,0,10.0,2015,1,6,10
131,-21.0,2.0,1016.6,200.0,3.0,0,10.0,2015,1,6,11
132,-19.8,-0.7,1026.8,220.0,2.0,0,1.0,2015,1,6,12
133,-20.0,2.0,1016.6,280.0,3.0,0,10.0,2015,1,6,13
134,-18.0,-6.0,1016.6,360.0,2.0,0,0.0,2015,1,6,14
135,-18.9,-2.4,1027.0,220.0,1.0,0,0.0,2015,1,6,15
136,-17.0,-8.0,1016.6,360.0,3.0,0,0.0,2015,1,6,16
137,-17.0,-5.0,1016.6,360.0,1.0,0,0.0,2015,1,6,17
138,-16.9,-4.8,1027.5,180.0,0.0,0,1.0,2015,1,6,18
139,-17.0,-7.0,1016.6,360.0,3.0,0,10.0,2015,1,6,19
140,-17.0,-7.0,1016.6,320.0,2.0,0,10.0,2015,1,6,20
141,-15.7,-6.5,1027.7,180.0,0.0,0,0.0,2015,1,6,21
142,-14.0,-8.0,1016.6,180.0,1.0,0,10.0,2015,1,6,22
143,-17.0,-7.0,1016.6,350.0,2.0,0,10.0,2015,1,6,23
144,-16.6,-4.8,1030.0,40.0,1.0,0,7.0,2015,1,7,0
145,-15.0,-3.0,1016.6,360.0,2.0,0,10.0,2015,1,7,1
146,-18.0,1.0,1016.6,180.0,1.0,0,10.0,2015,1,7,2
147,-19.3,1.9,1031.5,90.0,3.0,0,1.0,2015,1,7,3
148,-20.0,3.0,1016.6,170.0,2.0,0,10.0,2015,1,7,4
149,-20.0,3.0,1016.6,100.0,2.0,0,10.0,2015,1,7,5
150,-19.5,3.2,1030.4,200.0,2.0,0,7.0,2015,1,7,6
151,-20.0,3.0,1016.6,180.0,1.0,0,10.0,2015,1,7,7
152,-20.0,3.0,1016.6,180.0,1.0,0,10.0,2015,1,7,8
153,-17.7,1.8,1030.8,90.0,1.0,0,6.0,2015,1,7,9
154,-17.0,-2.0,1016.6,180.0,0.0,0,10.0,2015,1,7,10
155,-15.0,-4.0,1016.6,180.0,1.0,0,0.0,2015,1,7,11
156,-11.8,-1.1,1032.1,180.0,1.0,0,1.0,2015,1,7,12
157,-10.0,-3.0,1016.6,150.0,2.0,0,0.0,2015,1,7,13
158,-10.0,-5.0,1016.6,180.0,1.0,0,0.0,2015,1,7,14
159,-7.9,-2.6,1032.2,200.0,1.0,0,0.0,2015,1,7,15
160,-10.0,-5.0,1016.6,180.0,1.0,0,0.0,2015,1,7,16
161,-10.0,-5.0,1016.6,120.0,1.0,0,0.0,2015,1,7,17
162,-6.3,-3.7,1032.9,270.0,2.0,0,1.0,2015,1,7,18
163,-10.0,-5.0,1016.6,70.0,2.0,0,0.0,2015,1,7,19
164,-11.0,-6.0,1016.6,180.0,1.0,0,0.0,2015,1,7,20
165,-7.6,-6.1,1031.5,180.0,0.0,0,0.0,2015,1,7,21
166,-12.0,-8.0,1016.6,360.0,3.0,0,0.0,2015,1,7,22
167,-14.0,-11.0,1016.6,20.0,2.0,0,0.0,2015,1,7,23
168,-7.3,-6.1,1032.0,40.0,1.0,0,7.0,2015,1,8,0
169,-12.0,-5.0,1016.6,360.0,2.0,0,0.0,2015,1,8,1
170,-12.0,-2.0,1016.6,350.0,2.0,0,0.0,2015,1,8,2
171,-8.0,-0.3,1030.9,40.0,1.0,0,1.0,2015,1,8,3
172,-13.0,1.0,1016.6,310.0,2.0,0,0.0,2015,1,8,4
173,-13.0,3.0,1016.6,180.0,1.0,0,0.0,2015,1,8,5
174,-9.9,3.4,1027.9,200.0,3.0,0,1.0,2015,1,8,6
175,-11.0,5.0,1016.6,200.0,3.0,0,0.0,2015,1,8,7
176,-10.0,5.0,1016.6,190.0,2.0,0,0.0,2015,1,8,8
177,-11.0,2.2,1027.8,200.0,1.0,0,1.0,2015,1,8,9
178,-10.0,0.0,1016.6,180.0,1.0,0,0.0,2015,1,8,10
179,-10.0,-3.0,1016.6,70.0,2.0,0,0.0,2015,1,8,11
180,-10.5,-1.1,1028.2,180.0,0.0,0,1.0,2015,1,8,12
181,-12.0,-5.0,1016.6,180.0,1.0,0,0.0,2015,1,8,13
182,-12.0,-5.0,1016.6,360.0,2.0,0,0.0,2015,1,8,14
183,-10.1,-3.5,1028.6,250.0,1.0,0,0.0,2015,1,8,15
184,-12.0,-6.0,1016.6,340.0,3.0,0,0.0,2015,1,8,16
185,-11.0,-4.0,1016.6,350.0,3.0,0,0.0,2015,1,8,17
186,-9.3,-3.3,1029.2,90.0,2.0,0,1.0,2015,1,8,18
187,-12.0,-7.0,1016.6,330.0,3.0,0,0.0,2015,1,8,19
188,-11.0,-4.0,1016.6,310.0,4.0,0,0.0,2015,1,8,20
189,-16.7,999.9,1028.7,360.0,5.0,0,0.0,2015,1,8,21
190,-14.0,-7.0,1016.6,20.0,2.0,0,0.0,2015,1,8,22
191,-13.0,-4.0,1016.6,360.0,4.0,0,10.0,2015,1,8,23
192,-17.4,-0.7,1030.3,40.0,2.0,0,0.0,2015,1,9,0
193,-13.0,-1.0,1016.6,360.0,5.0,0,10.0,2015,1,9,1
194,-16.0,2.0,1016.6,10.0,3.0,0,10.0,2015,1,9,2
195,-18.6,4.3,1031.4,20.0,4.0,0,21.0,2015,1,9,3
196,-18.0,5.0,1016.6,320.0,9.0,0,10.0,2015,1,9,4
197,-18.0,6.0,1016.6,310.0,7.0,0,10.0,2015,1,9,5
198,-17.5,6.5,1028.5,360.0,2.0,0,24.0,2015,1,9,6
199,-18.0,7.0,1016.6,290.0,6.0,0,10.0,2015,1,9,7
200,-17.0,7.0,1016.6,310.0,6.0,0,10.0,2015,1,9,8
201,-17.5,5.7,1028.0,40.0,2.0,0,71.0,2015,1,9,9
202,-17.0,7.0,1016.6,300.0,3.0,0,10.0,2015,1,9,10
203,-16.0,2.0,1016.6,180.0,1.0,0,10.0,2015,1,9,11
204,-14.7,1.9,1028.0,200.0,2.0,0,1.0,2015,1,9,12
205,-14.0,-4.0,1016.6,180.0,1.0,0,10.0,2015,1,9,13
206,-13.0,-5.0,1016.6,180.0,0.0,0,10.0,2015,1,9,14
207,-12.9,1.2,1026.9,250.0,2.0,0,0.0,2015,1,9,15
208,-14.0,-5.0,1016.6,10.0,2.0,0,0.0,2015,1,9,16
209,-14.0,-7.0,1016.6,180.0,1.0,0,0.0,2015,1,9,17
210,-12.5,-2.2,1025.6,250.0,1.0,0,1.0,2015,1,9,18
211,-14.0,-6.0,1016.6,340.0,1.0,0,0.0,2015,1,9,19
212,-14.0,-8.0,1016.6,350.0,2.0,0,0.0,2015,1,9,20
213,-12.5,-4.1,1024.1,220.0,1.0,0,0.0,2015,1,9,21
214,-14.0,-7.0,1016.6,180.0,1.0,0,0.0,2015,1,9,22
215,-14.0,-9.0,1016.6,180.0,1.0,0,0.0,2015,1,9,23
216,-12.2,-5.0,1024.0,250.0,1.0,0,4.0,2015,1,10,0
217,-12.0,-4.0,1016.6,80.0,1.0,0,0.0,2015,1,10,1
218,-12.0,0.0,1016.6,180.0,1.0,0,0.0,2015,1,10,2
219,-10.6,4.7,1022.5,160.0,1.0,0,1.0,2015,1,10,3
220,-13.0,9.0,1016.6,180.0,2.0,0,0.0,2015,1,10,4
221,-14.0,12.0,1016.6,260.0,4.0,0,10.0,2015,1,10,5
222,-14.9,10.7,1019.7,200.0,3.0,0,1.0,2015,1,10,6
223,-16.0,12.0,1016.6,290.0,9.0,0,10.0,2015,1,10,7
224,-15.0,12.0,1016.6,290.0,8.0,94,10.0,2015,1,10,8
225,-15.4,8.2,1020.8,180.0,2.0,0,1.0,2015,1,10,9
226,-16.0,11.0,1016.6,230.0,4.0,0,10.0,2015,1,10,10
227,-16.0,9.0,1016.6,290.0,3.0,0,10.0,2015,1,10,11
228,-12.0,2.2,1022.0,220.0,2.0,0,1.0,2015,1,10,12
229,-14.0,999.9,1016.6,360.0,2.0,0,10.0,2015,1,10,13
230,-15.0,6.0,1016.6,20.0,5.0,0,10.0,2015,1,10,14
231,-12.1,1.7,1024.9,40.0,1.0,0,0.0,2015,1,10,15
232,-15.0,5.0,1016.6,40.0,5.0,0,10.0,2015,1,10,16
233,-14.0,4.0,1016.6,40.0,6.0,0,10.0,2015,1,10,17
234,-13.6,3.1,1027.9,40.0,3.0,0,0.0,2015,1,10,18
235,-15.0,3.0,1016.6,50.0,5.0,0,10.0,2015,1,10,19
236,-17.0,2.0,1016.6,50.0,5.0,0,10.0,2015,1,10,20
237,-16.4,0.9,1029.9,40.0,4.0,0,0.0,2015,1,10,21
238,-17.0,1.0,1016.6,40.0,4.0,0,10.0,2015,1,10,22
239,-17.0,1.0,1016.6,30.0,5.0,0,10.0,2015,1,10,23
240,-16.4,-1.9,1034.0,220.0,1.0,0,0.0,2015,1,11,0
241,-17.0,2.0,1016.6,180.0,1.0,0,10.0,2015,1,11,1
242,-17.0,4.0,1016.6,180.0,1.0,0,10.0,2015,1,11,2
243,-17.3,3.6,1035.1,250.0,1.0,0,21.0,2015,1,11,3
244,-17.0,5.0,1016.6,180.0,2.0,0,10.0,2015,1,11,4
245,-16.0,5.0,1016.6,180.0,1.0,0,10.0,2015,1,11,5
246,-15.8,6.1,1033.1,140.0,1.0,0,24.0,2015,1,11,6
247,-16.0,6.0,1016.6,180.0,2.0,0,10.0,2015,1,11,7
248,-15.0,6.0,1016.6,180.0,1.0,0,10.0,2015,1,11,8
249,-9.9,3.8,1034.0,200.0,1.0,0,1.0,2015,1,11,9
250,-14.0,3.0,1016.6,170.0,1.0,0,10.0,2015,1,11,10
251,-14.0,1.0,1016.6,180.0,1.0,0,10.0,2015,1,11,11
252,-7.9,1.1,1035.8,200.0,2.0,0,1.0,2015,1,11,12
253,-8.0,3.0,1016.6,200.0,3.0,0,0.0,2015,1,11,13
254,-11.0,-3.0,1016.6,90.0,1.0,0,0.0,2015,1,11,14
255,-9.4,-1.0,1037.2,180.0,3.0,0,0.0,2015,1,11,15
256,-9.0,-2.0,1016.6,160.0,2.0,0,0.0,2015,1,11,16
257,-9.0,-3.0,1016.6,130.0,2.0,0,0.0,2015,1,11,17
258,-9.4,-2.7,1037.7,200.0,1.0,0,1.0,2015,1,11,18
259,-10.0,-4.0,1016.6,120.0,2.0,0,0.0,2015,1,11,19
260,-9.0,-5.0,1016.6,110.0,2.0,0,0.0,2015,1,11,20
261,-9.1,-3.9,1037.8,180.0,1.0,0,0.0,2015,1,11,21
262,-10.0,-6.0,1016.6,100.0,1.0,0,0.0,2015,1,11,22
263,-9.0,-6.0,1016.6,90.0,2.0,0,0.0,2015,1,11,23
264,-8.1,-4.2,1038.8,110.0,1.0,0,0.0,2015,1,12,0
265,-8.0,-4.0,1016.6,70.0,2.0,0,0.0,2015,1,12,1
266,-7.0,-2.0,1016.6,180.0,1.0,0,0.0,2015,1,12,2
267,-7.6,-0.1,1039.6,200.0,2.0,0,1.0,2015,1,12,3
268,-7.0,1.0,1016.6,140.0,3.0,0,0.0,2015,1,12,4
269,-9.0,3.0,1016.6,150.0,2.0,0,0.0,2015,1,12,5
270,-12.6,3.8,1036.2,180.0,3.0,0,6.0,2015,1,12,6
271,-12.0,4.0,1016.6,180.0,3.0,0,0.0,2015,1,12,7
272,-13.0,3.0,1016.6,140.0,2.0,0,0.0,2015,1,12,8
273,-13.7,2.5,1035.4,180.0,2.0,0,7.0,2015,1,12,9
274,-12.0,-1.0,1016.6,120.0,1.0,0,10.0,2015,1,12,10
275,-12.0,-2.0,1016.6,120.0,2.0,0,10.0,2015,1,12,11
276,-12.6,-1.3,1035.8,180.0,0.0,0,1.0,2015,1,12,12
277,-10.0,-4.0,1016.6,60.0,1.0,0,0.0,2015,1,12,13
278,-10.0,-4.0,1016.6,90.0,1.0,0,0.0,2015,1,12,14
279,-8.1,-0.4,1035.3,160.0,1.0,0,0.0,2015,1,12,15
280,-10.0,-4.0,1016.6,90.0,1.0,0,0.0,2015,1,12,16
281,-9.0,-4.0,1016.6,90.0,1.0,0,0.0,2015,1,12,17
282,-8.2,-3.1,1034.5,40.0,1.0,0,1.0,2015,1,12,18
283,-9.0,-5.0,1016.6,180.0,0.0,0,0.0,2015,1,12,19
284,-9.0,-7.0,1016.6,180.0,0.0,0,0.0,2015,1,12,20
285,-6.6,-3.7,1033.1,70.0,2.0,0,0.0,2015,1,12,21
286,-10.0,-6.0,1016.6,350.0,2.0,0,0.0,2015,1,12,22
287,-11.0,-6.0,1016.6,10.0,1.0,0,0.0,2015,1,12,23
288,-6.3,-4.0,1033.7,40.0,1.0,0,7.0,2015,1,13,0
289,-10.0,-5.0,1016.6,10.0,2.0,0,0.0,2015,1,13,1
290,-8.0,-2.0,1016.6,180.0,1.0,0,0.0,2015,1,13,2
291,-6.3,-0.3,1033.6,360.0,2.0,0,1.0,2015,1,13,3
292,-6.0,1.0,1016.6,180.0,2.0,0,0.0,2015,1,13,4
293,-7.0,1.0,1016.6,70.0,2.0,0,0.0,2015,1,13,5
294,-6.9,2.2,1030.5,90.0,2.0,0,1.0,2015,1,13,6
295,-7.0,3.0,1016.6,120.0,2.0,0,0.0,2015,1,13,7
296,-7.0,2.0,1016.6,180.0,1.0,0,0.0,2015,1,13,8
297,-8.0,1.8,1030.4,110.0,1.0,0,1.0,2015,1,13,9
298,-6.0,-1.0,1016.6,180.0,0.0,0,0.0,2015,1,13,10
299,-7.0,-4.0,1016.6,50.0,1.0,0,0.0,2015,1,13,11
300,-7.5,-1.8,1031.4,40.0,1.0,0,1.0,2015,1,13,12
301,-9.0,-5.0,1016.6,80.0,1.0,0,0.0,2015,1,13,13
302,-6.0,-4.0,1016.6,180.0,1.0,0,0.0,2015,1,13,14
303,-7.4,-3.6,1031.7,20.0,1.0,0,0.0,2015,1,13,15
304,-8.0,-6.0,1016.6,10.0,1.0,0,0.0,2015,1,13,16
305,-8.0,-6.0,1016.6,20.0,1.0,0,0.0,2015,1,13,17
306,-7.1,-4.0,1031.6,40.0,1.0,0,41.0,2015,1,13,18
307,-8.0,-5.0,1016.6,350.0,2.0,0,0.0,2015,1,13,19
308,-7.0,-3.0,1016.6,340.0,3.0,0,0.0,2015,1,13,20
309,-6.3,-2.1,1030.5,40.0,1.0,0,0.0,2015,1,13,21
310,-8.0,-3.0,1016.6,330.0,2.0,0,0.0,2015,1,13,22
311,-8.0,-2.0,1016.6,320.0,3.0,0,0.0,2015,1,13,23
312,-7.6,-1.0,1031.2,40.0,1.0,0,8.0,2015,1,14,0
313,-9.0,-2.0,1016.6,330.0,4.0,0,0.0,2015,1,14,1
314,-9.0,-2.0,1016.6,360.0,4.0,0,0.0,2015,1,14,2
315,-7.2,0.1,1031.5,40.0,2.0,0,1.0,2015,1,14,3
316,-8.0,-1.0,1016.6,340.0,3.0,0,0.0,2015,1,14,4
317,-8.0,-1.0,1016.6,350.0,2.0,0,0.0,2015,1,14,5
318,-5.2,0.8,1029.4,40.0,2.0,0,6.0,2015,1,14,6
319,-8.0,0.0,1016.6,340.0,2.0,0,0.0,2015,1,14,7
320,-7.0,0.0,1016.6,80.0,1.0,0,0.0,2015,1,14,8
321,-4.4,0.8,1030.0,90.0,1.0,0,1.0,2015,1,14,9
322,-8.0,-1.0,1016.6,110.0,1.0,0,0.0,2015,1,14,10
323,-9.0,-1.0,1016.6,130.0,1.0,0,0.0,2015,1,14,11
324,-3.3,-0.3,1030.8,220.0,1.0,0,6.0,2015,1,14,12
325,-9.0,-4.0,1016.6,110.0,1.0,0,0.0,2015,1,14,13
326,-9.0,-5.0,1016.6,60.0,1.0,0,0.0,2015,1,14,14
327,-4.2,-1.7,1030.7,200.0,2.0,0,0.0,2015,1,14,15
328,-8.0,-5.0,1016.6,180.0,1.0,2,0.0,2015,1,14,16
329,-9.0,-5.0,1016.6,180.0,1.0,14,0.0,2015,1,14,17
330,-4.7,-3.9,1029.9,250.0,1.0,0,41.0,2015,1,14,18
331,-9.0,-6.0,1016.6,360.0,2.0,0,0.0,2015,1,14,19
332,-10.0,-7.0,1016.6,10.0,1.0,0,0.0,2015,1,14,20
333,-5.2,-4.8,1029.1,180.0,0.0,0,0.0,2015,1,14,21
334,-10.0,-8.0,1016.6,180.0,1.0,0,0.0,2015,1,14,22
335,-9.0,-6.0,1016.6,340.0,3.0,0,0.0,2015,1,14,23
336,-4.8,-4.4,1030.0,200.0,1.0,0,24.0,2015,1,15,0
337,-8.0,-5.0,1016.6,110.0,1.0,18,0.0,2015,1,15,1
338,-8.0,-4.0,1016.6,60.0,2.0,12,0.0,2015,1,15,2
339,-4.9,-2.9,1030.2,200.0,1.0,0,41.0,2015,1,15,3
340,-4.0,-1.0,1016.6,180.0,1.0,9,0.0,2015,1,15,4
341,-4.0,-1.0,1016.6,130.0,2.0,9,0.0,2015,1,15,5
342,-4.7,-0.6,1026.9,200.0,2.0,0,41.0,2015,1,15,6
343,-5.0,0.0,1016.6,140.0,2.0,12,0.0,2015,1,15,7
344,-7.0,0.0,1016.6,150.0,2.0,16,0.0,2015,1,15,8
345,-3.9,-0.9,1026.4,220.0,2.0,0,41.0,2015,1,15,9
346,-5.0,-1.0,1016.6,170.0,2.0,18,0.0,2015,1,15,10
347,-5.0,-1.0,1016.6,150.0,1.0,17,0.0,2015,1,15,11
348,-4.1,-3.1,1026.4,220.0,2.0,0,41.0,2015,1,15,12
349,-6.0,-4.0,1016.6,70.0,1.0,14,0.0,2015,1,15,13
