date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20160113,0,SO2,10,11,12,11,14,9,10,11,7,4,44,10,75,38,40,6,3,4,2,6,5,2,7,6,4,2,7,13,25,42,9,16,12,16,11
20160113,0,SO2_24h,6,10,9,8,9,7,9,12,9,6,21,9,48,22,13,6,5,7,2,6,4,6,10,8,6,2,8,13,14,20,6,11,12,11,11
20160113,0,NO2,43,59,45,50,42,56,38,28,6,52,64,14,94,76,66,48,12,31,4,14,34,4,34,10,22,3,18,39,95,79,55,65,58,71,39
20160113,0,NO2_24h,28,40,39,29,31,37,35,32,10,40,37,23,63,52,35,46,18,29,5,11,19,12,21,7,16,3,19,31,58,62,34,44,49,53,37
20160113,0,O3,27,18,22,18,37,26,30,34,73,10,18,61,7,10,4,25,60,48,70,66,21,66,26,62,51,51,38,45,2,2,13,9,13,6,31
20160113,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160113,0,CO,0.8,0.8,0.8,0.8,0.7,0.6,1.1,0.4,0.3,0.5,1.9,0.9,6.8,2,1.9,0.5,0.2,0.5,0.2,0.5,0.8,0.7,0.5,0.3,0.5,0.2,0.5,1.1,4.6,6.4,0.7,1,0.8,1.1,0.6
20160113,0,CO_24h,0.5,0.7,0.6,0.7,0.7,0.5,1,0.7,0.5,0.6,1,1,2,1.2,1.2,0.5,0.4,0.5,0.2,0.4,0.6,0.8,0.5,0.3,0.5,0.3,0.5,0.7,1.7,5.4,0.5,0.6,0.9,0.8,0.7
20160113,1,SO2,9,11,8,9,12,6,9,9,7,5,21,10,59,35,38,5,2,5,2,5,7,4,8,7,6,2,7,12,21,36,8,14,9,14,9
20160113,1,SO2_24h,7,10,9,8,10,7,9,12,9,6,21,9,49,23,14,6,5,7,2,6,4,6,10,8,6,2,8,13,14,21,7,11,12,11,11
20160113,1,NO2,34,41,33,43,39,45,42,23,6,56,40,17,91,74,58,37,8,30,4,10,45,5,43,11,24,5,15,40,86,70,40,56,44,69,35
20160113,1,NO2_24h,29,40,39,29,31,37,35,32,10,41,38,22,66,54,37,45,18,30,5,11,21,13,21,7,16,3,19,32,59,63,34,45,49,54,37
20160113,1,O3,37,38,32,24,40,36,28,39,74,7,36,57,5,10,9,36,64,45,60,70,2,65,13,61,46,47,42,42,2,2,26,14,23,8,35
20160113,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160113,1,CO,0.7,0.7,0.6,0.7,0.7,0.6,1.2,0.4,0.3,0.6,1.5,0.9,6.6,2.2,1.6,0.5,0.2,0.5,0.4,0.4,1.1,0.7,0.7,0.3,0.5,0.3,0.6,1.2,3.9,6.1,0.5,0.8,0.6,1,0.5
20160113,1,CO_24h,0.6,0.7,0.6,0.7,0.7,0.5,1.1,0.7,0.5,0.6,1,1,2.2,1.3,1.2,0.5,0.4,0.5,0.2,0.4,0.7,0.8,0.5,0.3,0.5,0.2,0.5,0.8,1.8,5.5,0.5,0.7,0.9,0.9,0.7
20160113,2,SO2,8,9,11,7,8,8,7,9,7,9,39,12,52,27,9,6,2,4,6,5,9,5,4,5,9,2,6,12,18,25,8,13,7,10,9
20160113,2,SO2_24h,7,9,9,8,10,7,9,12,9,6,22,9,51,24,14,6,5,6,2,6,4,6,10,7,6,2,8,13,15,22,7,11,12,11,11
20160113,2,NO2,35,40,32,43,34,36,38,20,6,45,66,13,84,74,34,42,9,22,5,11,33,14,25,7,23,11,20,35,80,64,41,49,45,62,37
20160113,2,NO2_24h,29,41,39,30,31,38,36,32,10,42,40,22,68,56,37,45,18,30,5,11,21,13,20,7,16,3,19,32,60,63,35,46,50,55,37
