date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20160131,0,PM2.5,11,12,14,10,11,10,14,22,21,20,18,22,184,158,14,22,16,15,14,12,20,7,20,7,18,8,25,37,212,238,12,32,16,17,7
20160131,0,PM2.5_24h,46,46,49,51,52,42,57,75,57,65,70,71,89,84,59,49,62,29,68,72,46,38,42,26,20,31,46,79,87,127,50,68,76,55,44
20160131,0,PM10,16,20,16,10,23,11,24,31,23,25,,,,,,27,,,14,,,,,11,48,,,38,,,18,,22,21,16
20160131,0,PM10_24h,62,59,66,71,68,56,70,136,71,79,,,,,,65,,,84,,,,,36,43,,,91,,,66,,62,78,56
20160131,0,AQI,64,64,68,70,72,60,78,101,78,88,95,95,118,112,81,67,85,42,92,97,65,54,59,37,43,52,65,106,115,168,69,92,102,75,61
20160131,1,PM2.5,10,5,17,10,13,10,12,15,14,18,22,19,208,40,12,15,10,18,8,10,11,8,18,14,9,5,11,26,210,283,14,33,17,16,11
20160131,1,PM2.5_24h,45,45,48,50,51,41,56,71,56,63,69,69,95,83,58,48,60,28,66,64,44,34,37,23,19,28,44,75,93,136,49,67,74,54,43
20160131,1,PM10,13,20,,,27,,19,19,19,22,,,,,,,,,13,,22,,,31,38,5,,,,,14,,24,17,13
20160131,1,PM10_24h,60,58,,,66,,68,119,69,76,,,,,,,,,80,,55,,,34,41,46,,,,,64,,59,76,55
20160131,1,AQI,63,63,67,69,71,59,76,95,77,86,92,93,125,110,80,66,81,40,90,87,61,49,53,34,42,47,61,101,123,180,68,90,99,74,60
20160131,2,PM2.5,10,15,12,9,14,11,10,10,14,17,22,16,133,17,11,7,9,16,8,8,14,3,21,11,13,4,10,22,194,299,16,30,22,13,10
20160131,2,PM2.5_24h,44,44,47,49,51,41,54,66,55,62,67,67,98,80,56,46,54,26,64,59,40,29,32,21,17,25,42,71,98,144,48,66,72,52,42
20160131,2,PM10,21,26,17,12,25,13,22,16,25,25,,,,24,11,8,,,,,,5,26,30,60,6,,,,,19,,30,21,21
20160131,2,PM10_24h,59,58,65,70,65,54,66,104,67,74,,,,104,84,63,,,,,,22,46,31,40,39,,,,,62,,56,74,54
20160131,2,AQI,62,62,65,68,70,58,74,89,75,84,90,91,129,106,77,64,75,38,87,81,57,43,47,32,41,40,59,95,129,192,67,89,97,72,59
20160131,3,PM2.5,11,12,5,12,13,8,9,12,14,10,13,14,17,10,18,5,11,14,7,6,9,4,20,12,8,3,9,22,196,255,16,32,17,13,9
20160131,3,PM2.5_24h,43,43,46,48,50,40,53,61,53,59,65,65,94,77,55,45,48,24,62,54,37,25,29,19,15,22,40,67,103,150,47,65,70,51,42
20160131,3,PM10,12,14,10,,18,9,18,13,15,20,,,,25,,,,,,,,5,23,25,45,5,,27,,,,,18,15,14
20160131,3,PM10_24h,58,56,63,,64,50,64,91,65,71,,,,99,,,,,,,,21,42,29,38,33,,78,,,,,53,72,54
20160131,3,AQI,61,61,64,66,69,57,72,83,73,81,88,88,124,103,76,63,67,35,84,75,53,37,43,30,39,33,56,90,135,201,66,88,94,71,59
20160131,4,PM2.5,4,5,5,8,10,7,11,14,10,9,13,10,6,11,33,5,10,9,4,4,14,6,25,7,14,7,6,22,184,239,14,32,15,13,8
20160131,4,PM2.5_24h,42,42,44,46,49,39,51,57,51,57,62,63,90,73,55,44,41,23,59,50,34,21,26,17,14,19,38,64,107,155,46,63,67,50,41
20160131,4,PM10,10,12,7,,18,,16,27,10,17,,13,,22,,10,,,5,5,19,,25,11,33,,,,,,,,,16,12
