date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20160920,0,PM2.5,33,20,20,41,19,43,24,21,4,43,21,10,10,49,51,42,39,9,6,26,14,14,23,9,,6,13,43,25,55,34,34,34,45,44
20160920,0,PM2.5_24h,15,11,13,16,11,13,11,11,5,14,12,13,7,17,14,14,12,9,7,10,8,8,13,6,,8,9,20,12,17,15,16,15,22,13
20160920,0,PM10,58,39,61,70,50,89,63,49,15,92,45,15,31,135,132,163,80,36,21,50,25,32,49,13,,6,20,50,31,,71,103,77,,121
20160920,0,PM10_24h,27,19,31,39,24,30,36,31,11,45,27,32,24,45,38,40,33,18,23,22,18,20,27,11,,11,15,36,24,32,31,43,45,,46
20160920,0,AQI,47,32,37,40,37,44,36,34,17,45,29,32,24,58,41,50,34,27,23,22,16,21,27,12,,13,15,37,25,33,51,45,45,40,48
20160920,1,PM2.5,31,14,25,37,17,38,27,13,9,33,23,20,8,37,46,47,29,12,7,22,11,10,20,8,,8,15,45,25,38,,34,25,46,46
20160920,1,PM2.5_24h,15,11,14,17,11,14,12,11,6,15,12,13,7,18,15,15,13,9,7,11,8,8,13,6,,8,8,21,12,18,,17,15,23,15
20160920,1,PM10,61,43,53,61,44,101,49,40,21,101,56,72,42,104,116,141,43,,34,33,21,23,57,16,,20,22,66,29,51,,94,62,,112
20160920,1,PM10_24h,30,20,34,40,25,36,37,31,11,48,29,32,25,48,41,45,34,18,23,22,18,20,28,11,,11,15,38,24,33,,46,47,,50
20160920,1,AQI,39,25,35,41,34,41,38,32,21,49,29,33,25,49,42,46,34,18,24,23,16,21,29,12,,12,16,39,25,34,,47,47,38,50
20160920,2,PM2.5,26,25,19,26,21,44,16,18,15,25,15,11,9,26,46,53,16,8,11,14,10,9,19,9,,10,12,48,24,40,23,34,19,47,65
20160920,2,PM2.5_24h,16,11,14,17,11,15,12,12,6,15,12,12,7,19,17,16,13,9,7,11,8,8,13,6,,8,9,21,12,18,17,18,15,24,17
20160920,2,PM10,40,45,26,36,55,90,28,44,19,67,27,,31,77,101,166,27,11,37,25,11,16,39,10,,14,22,74,29,45,36,74,52,,139
20160920,2,PM10_24h,30,21,33,40,28,40,38,32,12,52,29,33,25,51,45,51,34,18,24,23,18,20,29,11,,12,16,40,25,34,35,50,47,,57
20160920,2,AQI,34,27,34,41,31,40,39,32,18,51,29,33,26,51,45,51,34,18,25,23,17,21,29,12,,12,16,41,25,34,41,51,47,37,62
20160920,3,PM2.5,27,21,26,23,13,40,13,17,10,17,15,15,9,24,46,62,8,11,8,12,6,8,23,7,,6,16,48,27,38,24,26,20,21,45
20160920,3,PM2.5_24h,16,12,14,17,12,16,12,12,6,15,13,12,7,19,18,19,13,9,7,11,8,8,13,6,,8,9,22,13,20,17,19,16,24,18
20160920,3,PM10,44,40,47,27,24,69,40,45,15,23,42,58,43,70,95,143,14,,17,16,7,13,63,10,,13,18,71,,45,44,33,58,,74
20160920,3,PM10_24h,31,22,34,39,28,42,40,33,12,51,30,34,27,54,48,56,32,18,24,23,17,21,31,12,,12,16,42,24,35,36,49,48,,61
20160920,3,AQI,32,25,35,40,28,43,40,34,14,51,30,34,27,52,49,54,33,19,24,23,17,22,31,12,,12,16,42,25,35,37,50,48,34,56
20160920,4,PM2.5,21,23,22,16,15,33,15,16,3,15,14,17,10,24,49,45,12,13,11,13,10,9,22,8,,10,14,57,25,54,26,22,14,19,28
20160920,4,PM2.5_24h,17,12,15,18,12,17,12,12,6,15,13,13,7,20,20,20,13,9,7,11,8,8,14,6,,8,9,24,13,22,18,19,16,25,19
20160920,4,PM10,,32,,,23,,33,32,15,31,29,34,42,73,137,124,,15,31,13,10,14,69,13,,11,17,88,34,81,,,15,,44
20160920,4,PM10_24h,31,23,34,39,27,42,39,34,13,49,30,35,28,54,52,60,32,18,24,23,16,21,34,12,,12,16,44,25,39,36,49,46,,60
20160920,4,AQI,32,26,35,40,28,43,40,35,15,50,30,36,29,53,52,56,33,18,25,23,16,21,34,12,,12,17,44,26,39,37,50,46,36,55
20160920,5,PM2.5,16,16,15,19,11,10,17,8,8,16,14,11,10,19,45,45,9,11,9,13,9,8,26,9,,6,18,57,27,33,15,14,12,15,21
20160920,5,PM2.5_24h,17,12,15,18,12,17,13,12,7,16,13,13,7,20,22,21,13,10,7,12,8,8,15,7,,7,10,25,14,23,18,19,16,25,19
20160920,5,PM10,,26,,,,,36,27,8,30,24,,40,47,87,63,,17,31,,,12,66,16,,16,,97,35,52,,14,22,,28
20160920,5,PM10_24h,31,23,34,39,28,42,39,35,13,48,30,37,29,54,55,61,34,18,25,23,16,21,36,12,,12,16,46,27,41,38,49,45,,58
20160920,5,AQI,32,26,35,40,29,43,40,35,14,49,31,37,30,53,53,56,34,21,25,24,17,21,37,13,,13,17,47,27,41,38,49,45,36,55
20160920,6,PM2.5,10,12,10,14,9,7,16,11,5,13,12,9,10,17,33,24,7,9,10,8,9,8,17,9,,9,9,63,21,20,13,12,15,10,11
20160920,6,PM2.5_24h,17,12,15,18,12,17,13,12,7,16,13,13,8,21,23,21,13,9,7,12,8,9,16,7,,7,10,27,14,24,18,19,16,25,19
20160920,6,PM10,15,30,21,30,23,8,31,26,9,31,27,11,36,24,66,34,13,13,35,14,13,12,38,16,,10,15,119,40,35,15,29,43,,
20160920,6,PM10_24h,30,24,33,40,28,40,39,36,13,47,31,36,30,55,58,61,34,18,25,24,16,21,37,13,,12,16,50,27,42,37,48,45,,58
20160920,6,AQI,31,24,34,41,28,40,39,36,14,48,31,37,30,53,54,56,35,18,26,24,17,22,38,13,,12,17,51,28,43,37,48,45,37,55
20160920,7,PM2.5,17,13,18,17,18,15,17,14,6,16,15,18,8,11,18,18,10,14,9,9,9,8,13,10,,8,8,54,28,27,12,19,18,17,14
20160920,7,PM2.5_24h,18,12,15,18,13,18,14,12,7,16,14,14,8,21,23,21,14,9,8,12,8,9,16,7,,7,10,28,15,25,18,20,16,25,20
20160920,7,PM10,32,32,34,,56,24,25,60,18,34,42,73,55,25,40,42,23,38,32,20,21,18,30,21,,11,17,124,56,102,35,52,48,,55
20160920,7,PM10_24h,30,24,33,40,30,41,39,37,14,47,32,39,30,55,58,62,35,19,26,24,16,21,38,13,,12,17,55,29,45,36,48,45,,59
20160920,7,AQI,31,25,34,41,31,42,40,37,14,47,32,40,31,53,55,57,35,22,26,25,17,22,38,14,,12,17,53,30,45,37,48,45,37,55
20160920,8,PM2.5,19,23,13,18,18,16,14,12,14,15,17,27,10,20,19,15,8,14,6,9,13,11,16,14,,12,10,53,33,31,16,22,18,22,18
20160920,8,PM2.5_24h,18,13,15,19,13,18,14,12,7,17,14,14,8,22,24,22,14,10,7,12,8,9,16,7,,7,10,29,16,26,19,20,16,25,20
20160920,8,PM10,,49,34,41,37,26,37,46,30,42,57,80,71,65,66,35,29,21,36,27,28,25,73,27,,13,25,58,102,221,46,58,81,,35
20160920,8,PM10_24h,30,26,33,42,32,40,40,37,14,48,33,42,31,57,60,63,36,19,26,25,17,21,40,14,,12,17,55,32,49,37,49,46,,58
20160920,8,AQI,31,30,34,43,32,41,40,38,15,48,34,43,31,54,55,57,36,20,26,25,18,22,41,15,,12,17,53,33,50,37,49,47,37,54
20160920,9,PM2.5,17,21,28,23,16,19,15,15,17,13,19,27,12,21,19,12,6,15,5,9,10,8,13,14,,7,12,33,21,29,,20,27,26,14
20160920,9,PM2.5_24h,18,13,16,20,13,19,14,13,7,17,14,15,8,22,24,22,14,10,7,12,9,9,16,8,,7,10,30,16,27,,20,17,24,20
20160920,9,PM10,36,53,75,43,30,32,38,30,43,26,57,89,58,76,64,52,28,34,30,27,35,31,,33,,20,27,56,61,,,40,83,,42
20160920,9,PM10_24h,31,27,37,44,32,41,40,37,16,49,34,46,31,59,61,64,36,20,26,25,18,22,42,15,,12,17,56,33,51,,49,49,,59
20160920,9,AQI,31,33,37,45,33,41,41,37,19,49,35,46,32,55,56,58,37,23,27,26,18,23,42,16,,13,18,54,34,51,,50,49,35,55
20160920,10,PM2.5,19,20,32,23,16,12,23,12,18,14,20,22,9,23,15,12,7,16,8,9,8,7,16,13,,13,12,7,23,14,14,22,31,24,19
20160920,10,PM2.5_24h,19,14,17,20,13,19,15,13,8,17,15,16,8,23,25,22,14,10,7,12,9,9,16,8,,7,10,30,17,27,19,21,19,25,20
20160920,10,PM10,,39,45,31,37,37,65,33,40,28,51,46,61,50,54,42,32,29,18,31,23,22,34,31,,,31,45,45,21,31,46,67,,36
20160920,10,PM10_24h,32,28,39,45,32,41,43,38,17,49,36,46,33,60,63,65,38,21,26,26,18,23,41,16,,12,18,57,35,52,39,49,49,,58
20160920,10,AQI,32,32,39,45,33,41,43,39,19,50,36,46,33,56,57,58,38,26,26,26,19,23,41,17,,13,18,54,35,52,39,50,50,36,54
20160920,11,PM2.5,20,18,17,21,17,,22,5,11,16,17,14,12,,17,14,8,14,10,13,6,5,13,,,8,18,23,23,13,20,21,20,27,18
20160920,11,PM2.5_24h,20,14,17,21,14,19,16,13,8,18,15,16,8,,25,22,14,11,8,12,9,9,17,,,8,10,31,18,28,20,22,19,25,21
20160920,11,PM10,,35,24,,31,29,39,9,21,,25,,36,,52,43,27,39,39,29,16,20,23,,,,31,46,42,31,29,28,34,,26
20160920,11,PM10_24h,34,29,38,47,33,41,43,37,18,49,37,46,34,,64,67,38,23,26,27,19,23,41,,,13,19,57,36,53,40,50,50,,58
20160920,11,AQI,34,29,38,47,34,42,43,37,18,50,37,46,34,,58,59,39,23,27,27,19,23,42,,,18,19,54,37,52,40,51,50,37,54
20160920,12,PM2.5,19,11,24,19,16,,16,19,17,17,14,11,9,,14,14,12,28,16,11,8,6,15,,,5,10,30,4,16,17,13,18,17,11
20160920,12,PM2.5_24h,20,15,18,21,14,20,16,13,9,18,16,16,8,,25,23,14,12,8,12,9,9,17,,,7,10,32,18,28,20,21,20,25,21
20160920,12,PM10,,14,,,,,24,30,,,,,14,,20,26,18,42,18,,15,13,34,,,9,,,7,,,,,,
20160920,12,PM10_24h,35,29,40,47,35,41,41,38,18,49,37,46,34,,64,67,37,24,27,28,19,23,41,,,12,19,58,36,56,40,52,51,,60
20160920,12,AQI,36,30,40,47,35,42,41,38,21,50,38,46,34,,58,59,38,25,27,28,20,24,42,,,20,20,55,36,54,40,52,51,36,56
20160920,13,PM2.5,11,15,14,14,14,,11,10,10,10,11,11,8,,8,7,10,21,11,9,11,7,16,,,7,7,14,3,18,11,8,11,28,17
20160920,13,PM2.5_24h,21,15,18,21,15,20,16,14,9,18,16,17,8,,25,23,14,13,9,12,9,9,18,,,7,10,32,18,29,20,21,20,26,21
20160920,13,PM10,,,,14,,,13,,18,,17,12,29,,,,,,,,,,,,,,8,,6,,,,,,
20160920,13,PM10_24h,37,30,40,45,36,41,40,39,19,49,38,46,35,,66,70,37,25,28,28,19,24,43,,,13,19,60,36,59,40,52,51,,60
20160920,13,AQI,38,31,40,45,37,42,40,40,25,50,38,47,36,,59,61,38,26,28,28,26,30,43,,,24,20,56,36,55,40,52,51,37,56
20160920,14,PM2.5,15,10,18,7,9,,12,10,3,13,11,13,12,,11,4,3,14,6,6,10,5,5,,,5,9,11,17,16,17,21,22,18,10
