,dew_point,air_temp,air_pressure,wind_dir,wind_speed,cumulative_snow_hours,cumulative_rain_hours,year,month,day,hour
25836,+0020,+0120,NaN,170,0020,NaN,10,2016,4,8,17
25838,-0004,+0140,10090,220,0010,NaN,6,2016,4,8,18
25841,+0010,+0070,NaN,NaN,0010,NaN,10,2016,4,8,19
25843,+0030,+0070,NaN,NaN,0000,NaN,10,2016,4,8,20
25845,+0006,+0094,10082,040,0010,NaN,9,2016,4,8,21
25848,+0020,+0050,NaN,020,0010,NaN,10,2016,4,8,22
25850,+0040,+0090,NaN,020,0010,NaN,10,2016,4,8,23
25852,+0015,+0165,10095,320,0010,NaN,6,2016,4,9,0
25855,+0000,+0190,NaN,NaN,0010,NaN,10,2016,4,9,1
25857,+0000,+0220,NaN,NaN,0010,NaN,10,2016,4,9,2
25859,-0020,+0246,10097,090,0030,NaN,NaN,2016,4,9,3
25862,+0010,+0250,NaN,140,0050,NaN,10,2016,4,9,4
25864,+0050,+0230,NaN,140,0070,NaN,10,2016,4,9,5
25866,+0036,+0214,10087,140,0050,  ,6,2016,4,9,6
25869,+0030,+0200,NaN,150,0080,NaN,10,2016,4,9,7
25871,+0010,+0190,NaN,150,0060,NaN,10,2016,4,9,8
25873,-0018,+0168,10091,110,0030,  ,1,2016,4,9,9
25876,-0020,+0160,NaN,140,0040,NaN,10,2016,4,9,10
25878,-0020,+0140,NaN,160,0040,NaN,10,2016,4,9,11
25880,-0042,+0124,10122,140,0040,  ,6,2016,4,9,12
25883,-0050,+0130,NaN,150,0040,NaN,10,2016,4,9,13
25885,-0100,+0120,NaN,150,0040,NaN,10,2016,4,9,14
25887,-0104,+0111,10148,090,0020,NaN,9,2016,4,9,15
25890,-0100,+0090,NaN,160,0020,NaN,10,2016,4,9,16
25892,-0080,+0080,NaN,180,0020,NaN,10,2016,4,9,17
25894,-0099,+0084,10161,020,0010,NaN,6,2016,4,9,18
25897,-0040,+0060,NaN,NaN,0000,NaN,10,2016,4,9,19
25899,-0020,+0050,NaN,NaN,0010,NaN,10,2016,4,9,20
25901,-0067,+0055,10160,270,0010,NaN,9,2016,4,9,21
25904,-0020,+0040,NaN,NaN,0010,NaN,10,2016,4,9,22
25906,+0000,+0070,NaN,110,0010,NaN,10,2016,4,9,23
25908,-0119,+0115,10174,220,0010,  ,6,2016,4,10,0
25911,-0050,+0140,NaN,NaN,0010,NaN,10,2016,4,10,1
25913,-0060,+0150,NaN,NaN,0010,32,10,2016,4,10,2
25915,-0096,+0163,10180,110,0030,  ,7,2016,4,10,3
25918,-0060,+0180,NaN,190,0040,NaN,10,2016,4,10,4
25920,-0060,+0190,NaN,180,0030,NaN,10,2016,4,10,5
25922,-0080,+0192,10166,180,0030,  ,6,2016,4,10,6
25925,-0060,+0200,NaN,180,0050,NaN,10,2016,4,10,7
25927,-0050,+0190,NaN,180,0050,NaN,10,2016,4,10,8
25929,-0091,+0190,10161,160,0040,  ,7,2016,4,10,9
25932,-0070,+0170,NaN,150,0050,NaN,10,2016,4,10,10
25934,-0070,+0150,NaN,160,0060,NaN,10,2016,4,10,11
25936,-0096,+0127,10200,180,0030,  ,6,2016,4,10,12
25939,-0050,+0110,NaN,150,0050,NaN,10,2016,4,10,13
25941,-0040,+0100,NaN,160,0060,NaN,10,2016,4,10,14
25943,-0050,+0093,10234,180,0010,NaN,9,2016,4,10,15
25946,-0050,+0080,NaN,150,0020,NaN,10,2016,4,10,16
25948,-0060,+0070,NaN,160,0030,NaN,10,2016,4,10,17
25950,-0041,+0064,10230,220,0010,NaN,6,2016,4,10,18
25953,-0060,+0070,NaN,140,0020,NaN,10,2016,4,10,19
25955,-0060,+0060,NaN,120,0030,NaN,10,2016,4,10,20
25957,-0039,+0049,10225,140,0010,NaN,9,2016,4,10,21
25960,-0050,+0040,NaN,150,0020,NaN,10,2016,4,10,22
25962,-0050,+0070,NaN,150,0020,NaN,10,2016,4,10,23
25964,-0037,+0095,10227,140,0020,  ,6,2016,4,11,0
25967,-0070,+0100,NaN,130,0050,NaN,10,2016,4,11,1
25969,-0070,+0110,NaN,140,0050,NaN,10,2016,4,11,2
25971,-0074,+0114,10207,250,0020,  ,7,2016,4,11,3
25974,-0090,+0110,NaN,150,0040,NaN,10,2016,4,11,4
25976,-0060,+0140,NaN,150,0040,NaN,10,2016,4,11,5
25978,-0061,+0147,10156,110,0040,  ,6,2016,4,11,6
25981,-0040,+0150,NaN,160,0050,NaN,10,2016,4,11,7
25983,-0030,+0150,NaN,140,0040,NaN,10,2016,4,11,8
25985,-0064,+0152,10118,140,0030,  ,6,2016,4,11,9
25988,-0050,+0130,NaN,130,0040,NaN,10,2016,4,11,10
25990,-0040,+0110,NaN,150,0030,NaN,10,2016,4,11,11
25992,-0015,+0109,10122,110,0030,  ,6,2016,4,11,12
25995,-0020,+0100,NaN,110,0030,NaN,10,2016,4,11,13
25997,-0020,+0100,NaN,110,0030,NaN,10,2016,4,11,14
25999,+0020,+0094,10128,090,0010,  ,NaN,2016,4,11,15
26002,+0000,+0090,NaN,120,0010,NaN,10,2016,4,11,16
26004,+0010,+0090,NaN,150,0020,NaN,10,2016,4,11,17
26006,+0020,+0094,10098,110,0010,NaN,6,2016,4,11,18
26009,+0050,+0070,NaN,020,0030,NaN,0,2016,4,11,19
26011,+0050,+0070,NaN,NaN,0010,NaN,10,2016,4,11,20
26013,+0042,+0076,10086,070,0010,  ,24,2016,4,11,21
26016,+0040,+0060,NaN,120,0020,NaN,10,2016,4,11,22
26018,+0050,+0070,NaN,NaN,0010,NaN,10,2016,4,11,23
26020,+0039,+0087,10086,040,0020,  ,6,2016,4,12,0
26023,+0050,+0070,NaN,100,0020,NaN,0,2016,4,12,1
26025,+0050,+0070,NaN,NaN,0010,NaN,0,2016,4,12,2
26027,+0046,+0111,10085,070,0020,  ,61,2016,4,12,3
26030,+0070,+0110,NaN,NaN,0010,NaN,0,2016,4,12,4
26032,+0070,+0140,NaN,NaN,0010,NaN,10,2016,4,12,5
26034,+0046,+0160,10064,070,0010,  ,6,2016,4,12,6
26037,+0080,+0180,NaN,160,0030,NaN,10,2016,4,12,7
26038,+0070,+0180,NaN,NaN,0020,  ,2,2016,4,12,8
26040,+0056,+0184,10056,110,0020,  ,1,2016,4,12,9
26043,+0070,+0170,NaN,160,0030,NaN,10,2016,4,12,10
26045,+0070,+0140,NaN,120,0010,NaN,10,2016,4,12,11
26047,+0058,+0149,10062,200,0010,  ,6,2016,4,12,12
26050,+0080,+0110,NaN,NaN,0010,NaN,10,2016,4,12,13
26052,+0070,+0110,NaN,160,0020,NaN,10,2016,4,12,14
26054,+0057,+0130,10067,200,0020,NaN,9,2016,4,12,15
26057,+0070,+0100,NaN,100,0020,NaN,10,2016,4,12,16
26059,+0070,+0100,NaN,NaN,0010,NaN,10,2016,4,12,17
26061,+0066,+0122,10055,160,0010,NaN,6,2016,4,12,18
26064,+0070,+0090,NaN,NaN,0010,NaN,0,2016,4,12,19
26066,+0070,+0090,NaN,NaN,0010,NaN,0,2016,4,12,20
26068,+0064,+0083,10050,NaN,9999,  ,24,2016,4,12,21
26071,+0080,+0080,NaN,140,0030,17,0,2016,4,12,22
26073,+0080,+0090,NaN,110,0020,13,0,2016,4,12,23
26075,+0086,+0112,10049,360,0010,  ,6,2016,4,13,0
26078,+0090,+0120,NaN,NaN,0020,10,0,2016,4,13,1
26080,+0100,+0140,NaN,NaN,0010,11,0,2016,4,13,2
26082,+0088,+0171,10037,070,0020,  ,1,2016,4,13,3
26085,+0100,+0190,NaN,150,0020,15,0,2016,4,13,4
26087,+0070,+0220,NaN,240,0020,62,0,2016,4,13,5
26089,+0060,+0237,10013,180,0020,  ,6,2016,4,13,6
26092,-0060,+0260,NaN,300,0110,NaN,10,2016,4,13,7
26094,-0070,+0270,NaN,300,0130,95,10,2016,4,13,8
26096,+9999,+0253,10016,160,0030,  ,1,2016,4,13,9
26099,-0070,+0250,NaN,300,0090,15,10,2016,4,13,10
26101,-0080,+0240,NaN,320,0070,NaN,10,2016,4,13,11
26103,-0103,+0229,10052,320,0030,  ,6,2016,4,13,12
26106,-0070,+0210,NaN,320,0050,NaN,10,2016,4,13,13
26108,-0070,+0190,NaN,340,0060,NaN,10,2016,4,13,14
26110,-0102,+0201,10090,340,0020,NaN,9,2016,4,13,15
26113,-0090,+0180,NaN,340,0070,NaN,10,2016,4,13,16
26115,-0100,+0180,NaN,350,0080,NaN,10,2016,4,13,17
26117,-0101,+0177,10103,360,0040,NaN,6,2016,4,13,18
26120,-0070,+0140,NaN,010,0030,NaN,10,2016,4,13,19
26122,-0060,+0130,NaN,030,0020,NaN,10,2016,4,13,20
26124,-0062,+0154,10133,040,0040,NaN,9,2016,4,13,21
26127,-0030,+0130,NaN,040,0020,NaN,10,2016,4,13,22
26129,-0020,+0150,NaN,050,0030,NaN,10,2016,4,13,23
26131,-0045,+0167,10163,040,0060,  ,6,2016,4,14,0
26134,-0020,+0180,NaN,030,0060,NaN,10,2016,4,14,1
26136,-0030,+0190,NaN,010,0050,NaN,10,2016,4,14,2
26138,-0084,+0199,10171,040,0030,NaN,NaN,2016,4,14,3
26141,-0050,+0210,NaN,310,0020,55,10,2016,4,14,4
26143,-0050,+0220,NaN,NaN,0030,62,10,2016,4,14,5
26145,-0070,+0227,10151,180,0030,NaN,6,2016,4,14,6
26148,-0040,+0230,NaN,190,0040,NaN,10,2016,4,14,7
26150,-0040,+0230,NaN,210,0050,NaN,10,2016,4,14,8
26152,-0017,+0223,10133,180,0050,  ,7,2016,4,14,9
26155,+0000,+0210,NaN,150,0050,NaN,10,2016,4,14,10
26157,+0000,+0190,NaN,150,0050,NaN,10,2016,4,14,11
26159,-0032,+0162,10152,160,0030,  ,6,2016,4,14,12
26162,+0000,+0150,NaN,130,0050,NaN,10,2016,4,14,13
26164,-0010,+0130,NaN,150,0040,NaN,10,2016,4,14,14
26166,-0005,+0127,10167,220,0010,  ,NaN,2016,4,14,15
26169,+0000,+0110,NaN,100,0020,NaN,10,2016,4,14,16
26171,+0010,+0110,NaN,110,0020,NaN,10,2016,4,14,17
26173,+0009,+0102,10157,070,0020,NaN,6,2016,4,14,18
26176,+0000,+0100,NaN,130,0030,NaN,10,2016,4,14,19
26178,+0010,+0070,NaN,350,0020,NaN,10,2016,4,14,20
26180,-0002,+0089,10141,020,0010,NaN,9,2016,4,14,21
26183,+0030,+0060,NaN,NaN,0010,NaN,10,2016,4,14,22
26185,+0040,+0100,NaN,NaN,0010,NaN,10,2016,4,14,23
26187,-0016,+0130,10141,110,0010,  ,6,2016,4,15,0
26190,-0010,+0140,NaN,NaN,0010,NaN,10,2016,4,15,1
26192,+0000,+0160,NaN,NaN,0010,NaN,10,2016,4,15,2
26194,-0003,+0169,10127,270,0010,  ,7,2016,4,15,3
26197,+0000,+0180,NaN,NaN,0020,NaN,10,2016,4,15,4
26199,+0010,+0200,NaN,150,0030,NaN,10,2016,4,15,5
26201,+0026,+0212,10094,180,0030,  ,6,2016,4,15,6
26204,+0030,+0220,NaN,140,0020,NaN,10,2016,4,15,7
26206,+0050,+0220,NaN,190,0030,NaN,10,2016,4,15,8
26208,+0051,+0216,10082,250,0030,  ,7,2016,4,15,9
26211,+0050,+0210,NaN,190,0020,NaN,10,2016,4,15,10
26213,+0030,+0190,NaN,350,0050,NaN,10,2016,4,15,11
26215,+0033,+0199,10094,020,0030,  ,6,2016,4,15,12
26218,+0050,+0200,NaN,310,0080,NaN,10,2016,4,15,13
26220,+0060,+0190,NaN,320,0080,54,10,2016,4,15,14
26222,+0072,+0174,10101,360,0040,  ,NaN,2016,4,15,15
26225,+0090,+0160,NaN,300,0040,NaN,0,2016,4,15,16
26227,+0100,+0140,NaN,320,0070,NaN,0,2016,4,15,17
26229,+0099,+0130,10107,360,0030,NaN,6,2016,4,15,18
26232,+0110,+0130,NaN,300,0020,NaN,0,2016,4,15,19
26234,+0110,+0120,NaN,020,0020,NaN,0,2016,4,15,20
26236,+0096,+0128,10089,040,0020,  ,24,2016,4,15,21
26239,+0110,+0120,NaN,010,0030,NaN,10,2016,4,15,22
26241,+0100,+0130,NaN,010,0030,NaN,10,2016,4,15,23
26243,+9999,+0157,10090,340,0040,  ,6,2016,4,16,0
26246,+0010,+0160,NaN,340,0060,NaN,10,2016,4,16,1
26248,-0020,+0160,NaN,320,0110,NaN,10,2016,4,16,2
26250,-0035,+0160,10097,340,0050,  ,7,2016,4,16,3
26253,-0020,+0180,NaN,320,0090,NaN,10,2016,4,16,4
26255,-0010,+0180,NaN,320,0100,NaN,10,2016,4,16,5
26257,-0021,+0182,10081,360,0040,  ,6,2016,4,16,6
26260,-0020,+0190,NaN,310,0090,NaN,10,2016,4,16,7
26262,-0030,+0200,NaN,320,0100,NaN,10,2016,4,16,8
26264,-0051,+0182,10075,340,0060,  ,7,2016,4,16,9
26267,-0030,+0180,NaN,310,0090,NaN,10,2016,4,16,10
26269,-0040,+0160,NaN,310,0080,NaN,10,2016,4,16,11
26271,-0058,+0159,10104,340,0030,  ,6,2016,4,16,12
26274,-0030,+0140,NaN,330,0070,NaN,10,2016,4,16,13
26276,-0040,+0150,NaN,320,0060,NaN,10,2016,4,16,14
26278,-0057,+0140,10121,320,0020,NaN,9,2016,4,16,15
26281,-0070,+0140,NaN,310,0070,NaN,10,2016,4,16,16
26283,-0070,+0130,NaN,290,0040,NaN,10,2016,4,16,17
26285,-0088,+0137,10117,340,0010,NaN,6,2016,4,16,18
26288,-0070,+0120,NaN,290,0030,NaN,10,2016,4,16,19
26290,-0080,+0130,NaN,310,0060,NaN,10,2016,4,16,20
26292,-0103,+0136,10109,320,0030,  ,NaN,2016,4,16,21
26295,-0080,+0120,NaN,310,0040,NaN,10,2016,4,16,22
26297,-0070,+0130,NaN,290,0050,NaN,10,2016,4,16,23
26299,-0105,+0152,10122,290,0050,  ,6,2016,4,17,0
26302,-0080,+0160,NaN,300,0080,NaN,10,2016,4,17,1
26304,-0070,+0170,NaN,290,0080,NaN,10,2016,4,17,2
26306,-0097,+0171,10121,290,0090,  ,5,2016,4,17,3
26309,-0060,+0180,NaN,280,0090,NaN,10,2016,4,17,4
26311,-0050,+0180,NaN,310,0110,NaN,10,2016,4,17,5
26313,-0103,+0185,10101,340,0040,  ,6,2016,4,17,6
26316,-0080,+0190,NaN,310,0070,NaN,10,2016,4,17,7
26318,-0080,+0190,NaN,340,0060,NaN,10,2016,4,17,8
26320,-0129,+0195,10090,270,0040,  ,3,2016,4,17,9
26323,-0100,+0180,NaN,290,0050,NaN,10,2016,4,17,10
26325,-0100,+0170,NaN,290,0050,NaN,10,2016,4,17,11
26327,-0095,+0164,10096,290,0020,  ,6,2016,4,17,12
26330,-0070,+0170,NaN,300,0060,NaN,10,2016,4,17,13
26332,-0010,+0140,NaN,290,0110,55,10,2016,4,17,14
26334,-0004,+0132,10125,250,0020,  ,NaN,2016,4,17,15
26337,+0000,+0120,NaN,290,0060,NaN,10,2016,4,17,16
26339,+0000,+0110,NaN,330,0040,NaN,10,2016,4,17,17
26341,-0007,+0117,10120,290,0030,NaN,6,2016,4,17,18
26344,+0000,+0110,NaN,310,0070,NaN,10,2016,4,17,19
26346,+0000,+0100,NaN,300,0060,NaN,10,2016,4,17,20
26348,-0035,+0106,10120,320,0020,NaN,9,2016,4,17,21
26351,-0020,+0080,NaN,NaN,0000,NaN,10,2016,4,17,22
26353,-0020,+0110,NaN,270,0030,NaN,10,2016,4,17,23
26355,-0052,+0134,10135,320,0020,NaN,6,2016,4,18,0
26358,-0050,+0150,NaN,330,0070,NaN,10,2016,4,18,1
26360,-0050,+0170,NaN,340,0080,NaN,10,2016,4,18,2
26362,-0067,+0163,10143,020,0030,  ,1,2016,4,18,3
26365,-0060,+0180,NaN,320,0070,NaN,10,2016,4,18,4
26367,-0050,+0180,NaN,280,0040,NaN,10,2016,4,18,5
26369,-0098,+0192,10129,320,0030,NaN,6,2016,4,18,6
26372,-0060,+0210,NaN,340,0040,NaN,10,2016,4,18,7
26374,-0060,+0200,NaN,010,0030,NaN,10,2016,4,18,8
26376,-0118,+0194,10119,040,0010,  ,6,2016,4,18,9
26379,-0090,+0190,NaN,330,0030,NaN,10,2016,4,18,10
26381,-0060,+0150,NaN,160,0020,NaN,10,2016,4,18,11
26383,-0069,+0159,10144,220,0020,  ,6,2016,4,18,12
26386,-0060,+0170,NaN,200,0040,NaN,10,2016,4,18,13
26388,-0060,+0160,NaN,190,0040,NaN,10,2016,4,18,14
26390,-0060,+0137,10160,200,0020,  ,NaN,2016,4,18,15
26393,-0050,+0130,NaN,160,0020,NaN,10,2016,4,18,16
26395,-0040,+0120,NaN,140,0020,NaN,10,2016,4,18,17
26397,-0047,+0119,10167,160,0010,NaN,6,2016,4,18,18
26400,+0020,+0100,NaN,120,0040,NaN,10,2016,4,18,19
26402,+0030,+0090,NaN,130,0030,NaN,10,2016,4,18,20
26404,+0005,+0088,10170,070,0020,  ,NaN,2016,4,18,21
26407,+0030,+0090,NaN,130,0040,NaN,10,2016,4,18,22
26409,+0040,+0100,NaN,120,0030,NaN,10,2016,4,18,23
26411,+0038,+0102,10189,090,0020,  ,6,2016,4,19,0
26414,+0050,+0110,NaN,110,0030,NaN,10,2016,4,19,1
26416,+0050,+0130,NaN,110,0030,NaN,10,2016,4,19,2
26418,+0033,+0129,10184,110,0030,  ,1,2016,4,19,3
26421,+0050,+0140,NaN,140,0030,NaN,10,2016,4,19,4
26423,+0060,+0140,NaN,130,0020,NaN,0,2016,4,19,5
26425,+0047,+0147,10159,090,0020,  ,6,2016,4,19,6
26428,+0050,+0150,NaN,120,0030,NaN,0,2016,4,19,7
26430,+0050,+0150,NaN,120,0030,NaN,0,2016,4,19,8
26432,+0058,+0150,10139,070,0020,  ,1,2016,4,19,9
26435,+0050,+0140,NaN,090,0020,NaN,10,2016,4,19,10
26437,+0040,+0140,NaN,060,0020,NaN,10,2016,4,19,11
26439,+0063,+0144,10152,040,0030,  ,6,2016,4,19,12
26442,+0040,+0140,NaN,020,0040,NaN,10,2016,4,19,13
26444,+0040,+0130,NaN,130,0020,NaN,10,2016,4,19,14
26446,+0038,+0137,10157,020,0020,  ,NaN,2016,4,19,15
26449,+0050,+0110,NaN,360,0030,NaN,10,2016,4,19,16
26451,+0050,+0110,NaN,010,0030,NaN,10,2016,4,19,17
26453,+0045,+0124,10152,040,0020,NaN,6,2016,4,19,18
26456,+0050,+0110,NaN,020,0030,NaN,10,2016,4,19,19
26458,+0050,+0100,NaN,020,0020,NaN,10,2016,4,19,20
26460,+0043,+0111,10148,040,0010,  ,NaN,2016,4,19,21
26463,+0040,+0100,NaN,010,0030,NaN,10,2016,4,19,22
26465,+0040,+0110,NaN,020,0040,NaN,10,2016,4,19,23
26467,+0041,+0134,10154,040,0020,  ,6,2016,4,20,0
26470,+0050,+0150,NaN,020,0030,NaN,10,2016,4,20,1
26472,+0050,+0180,NaN,340,0040,NaN,10,2016,4,20,2
26474,+0033,+0211,10140,360,0030,  ,1,2016,4,20,3
26477,+0040,+0240,NaN,360,0020,NaN,10,2016,4,20,4
26479,+0030,+0260,NaN,310,0020,NaN,10,2016,4,20,5
26481,-0041,+0264,10105,070,0050,NaN,6,2016,4,20,6
26484,-0020,+0260,NaN,220,0020,NaN,10,2016,4,20,7
26486,-0010,+0270,NaN,NaN,0010,NaN,10,2016,4,20,8
26488,-0017,+0261,10079,200,0030,  ,6,2016,4,20,9
26491,-0020,+0260,NaN,200,0050,NaN,10,2016,4,20,10
26493,+0030,+0230,NaN,210,0050,NaN,10,2016,4,20,11
26495,+0040,+0207,10086,220,0030,  ,6,2016,4,20,12
26498,+0030,+0210,NaN,210,0040,NaN,10,2016,4,20,13
26500,+0030,+0190,NaN,200,0030,NaN,10,2016,4,20,14
26502,+0053,+0181,10079,220,0020,NaN,9,2016,4,20,15
26505,+0060,+0140,NaN,NaN,0010,NaN,10,2016,4,20,16
26507,+0050,+0120,NaN,NaN,0010,NaN,10,2016,4,20,17
26509,+0053,+0129,10064,360,0000,NaN,6,2016,4,20,18
26512,+0040,+0090,NaN,040,0020,NaN,0,2016,4,20,19
26514,+0060,+0090,NaN,NaN,0010,NaN,0,2016,4,20,20
26516,+0060,+0102,10047,020,0010,NaN,9,2016,4,20,21
26519,+0070,+0080,NaN,060,0010,35,0,2016,4,20,22
26521,+0100,+0120,NaN,NaN,0010,15,0,2016,4,20,23
26523,+0081,+0145,10038,090,0010,  ,6,2016,4,21,0
26526,+0100,+0170,NaN,NaN,0010,12,0,2016,4,21,1
26528,+0090,+0190,NaN,NaN,0010,NaN,0,2016,4,21,2
26530,+0062,+0234,10021,180,0030,  ,1,2016,4,21,3
26533,+0080,+0260,NaN,190,0030,55,0,2016,4,21,4
26535,+0050,+0290,NaN,200,0040,55,0,2016,4,21,5
26537,+0005,+0299,09994,200,0020,  ,6,2016,4,21,6
26540,+0000,+0310,NaN,230,0040,82,9,2016,4,21,7
26542,-0020,+0320,NaN,300,0080,NaN,9,2016,4,21,8
26544,-0035,+0302,09994,340,0040,  ,7,2016,4,21,9
26547,-0030,+0290,NaN,300,0090,15,10,2016,4,21,10
26549,-0060,+0250,NaN,330,0110,NaN,10,2016,4,21,11
26551,-0101,+0249,10036,360,0040,  ,6,2016,4,21,12
26554,-0120,+0230,NaN,350,0120,45,10,2016,4,21,13
26556,-0130,+0210,NaN,340,0110,55,10,2016,4,21,14
26558,-0148,+0206,10065,040,0010,  ,NaN,2016,4,21,15
26561,-0130,+0180,NaN,040,0020,NaN,10,2016,4,21,16
26563,-0130,+0150,NaN,010,0030,NaN,10,2016,4,21,17
26565,-0138,+0182,10072,340,0030,NaN,6,2016,4,21,18
26568,-0110,+0120,NaN,340,0020,NaN,10,2016,4,21,19
26570,-0040,+0100,NaN,020,0010,NaN,10,2016,4,21,20
26572,+9999,+0166,10074,320,0020,NaN,9,2016,4,21,21
26575,-0010,+9999,NaN,NaN,0010,NaN,10,2016,4,21,22
26577,+0010,+0140,NaN,NaN,0010,NaN,10,2016,4,21,23
26579,+9999,+0195,10095,320,0040,NaN,6,2016,4,22,0
26582,-0090,+0210,NaN,340,0040,22,10,2016,4,22,1
26584,-0090,+0210,NaN,NaN,0020,25,10,2016,4,22,2
26586,-0155,+0218,10100,320,0040,NaN,NaN,2016,4,22,3
26589,-0100,+0230,NaN,320,0040,NaN,10,2016,4,22,4
26591,-0100,+0240,NaN,290,0090,NaN,10,2016,4,22,5
26593,-0130,+0252,10084,340,0040,  ,6,2016,4,22,6
26596,-0100,+0250,NaN,300,0100,NaN,10,2016,4,22,7
26598,-0100,+0250,NaN,280,0110,NaN,10,2016,4,22,8
26600,-0130,+0252,10073,320,0030,  ,6,2016,4,22,9
26603,-0100,+0240,NaN,310,0080,15,10,2016,4,22,10
26605,-0120,+0230,NaN,340,0080,25,10,2016,4,22,11
26607,-0136,+0222,10094,340,0010,  ,6,2016,4,22,12
26610,-0050,+0140,NaN,090,0020,NaN,10,2016,4,22,13
26612,-0050,+9999,NaN,010,0030,NaN,10,2016,4,22,14
26614,-0113,+0174,10115,070,0020,  ,NaN,2016,4,22,15
26617,-0130,+0160,NaN,030,0040,NaN,10,2016,4,22,16
26619,-0130,+0150,NaN,030,0030,NaN,10,2016,4,22,17
26621,-0124,+0149,10135,040,0020,NaN,6,2016,4,22,18
26624,-0120,+0120,NaN,030,0020,NaN,10,2016,4,22,19
26626,-0110,+0090,NaN,020,0020,NaN,10,2016,4,22,20
26628,-0133,+0127,10143,040,0020,  ,NaN,2016,4,22,21
26631,-0060,+0080,NaN,020,0010,NaN,10,2016,4,22,22
26633,-0080,+0140,NaN,010,0020,NaN,10,2016,4,22,23
26635,-0144,+0160,10163,040,0040,  ,6,2016,4,23,0
26638,-0100,+0170,NaN,050,0050,NaN,10,2016,4,23,1
26640,-0100,+0190,NaN,030,0040,NaN,10,2016,4,23,2
26642,-0133,+0190,10157,020,0020,  ,7,2016,4,23,3
26645,-0090,+0210,NaN,NaN,0020,NaN,10,2016,4,23,4
26647,-0110,+0210,NaN,NaN,0020,NaN,10,2016,4,23,5
26649,-0128,+0214,10139,220,0040,  ,6,2016,4,23,6
26652,-0100,+0220,NaN,170,0050,NaN,10,2016,4,23,7
26654,-0080,+0220,NaN,180,0050,NaN,10,2016,4,23,8
26656,-0107,+0208,10126,180,0030,  ,7,2016,4,23,9
26659,-0090,+0200,NaN,190,0050,NaN,10,2016,4,23,10
26661,-0080,+0180,NaN,160,0020,NaN,10,2016,4,23,11
26663,-0075,+0179,10134,180,0030,  ,6,2016,4,23,12
26666,-0040,+0160,NaN,150,0030,NaN,10,2016,4,23,13
26668,-0040,+0150,NaN,150,0030,NaN,10,2016,4,23,14
26670,-0065,+0144,10146,180,0020,NaN,9,2016,4,23,15
26673,-0040,+0120,NaN,140,0030,NaN,10,2016,4,23,16
26675,-0020,+0110,NaN,090,0020,NaN,10,2016,4,23,17
26677,-0037,+0095,10141,180,0010,NaN,6,2016,4,23,18
26680,-0020,+0060,NaN,NaN,0010,NaN,10,2016,4,23,19
26682,-0010,+0060,NaN,070,0010,NaN,10,2016,4,23,20
26684,-0009,+0090,10135,070,0020,NaN,9,2016,4,23,21
26687,+0000,+0050,NaN,060,0010,NaN,10,2016,4,23,22
26689,-0010,+0110,NaN,NaN,0010,NaN,10,2016,4,23,23
26691,+0010,+0129,10134,070,0020,NaN,6,2016,4,24,0
26694,+0000,+0160,NaN,130,0020,NaN,10,2016,4,24,1
26696,+0010,+0180,NaN,190,0020,NaN,10,2016,4,24,2
26698,-0008,+0198,10118,200,0040,NaN,NaN,2016,4,24,3
26701,-0010,+0220,NaN,210,0040,NaN,10,2016,4,24,4
26703,-0010,+0230,NaN,190,0050,NaN,10,2016,4,24,5
26705,+0032,+0232,10086,200,0050,NaN,6,2016,4,24,6
26708,+0030,+0240,NaN,190,0060,NaN,10,2016,4,24,7
26710,+0060,+0250,NaN,200,0060,NaN,10,2016,4,24,8
26712,+0101,+0250,10064,220,0040,  ,1,2016,4,24,9
26715,+0090,+0240,NaN,230,0040,NaN,10,2016,4,24,10
26717,+0110,+0230,NaN,180,0050,NaN,0,2016,4,24,11
26719,+0118,+0227,10076,180,0020,  ,6,2016,4,24,12
26722,+0120,+0210,NaN,190,0030,NaN,0,2016,4,24,13
26724,+0130,+0200,NaN,150,0020,NaN,0,2016,4,24,14
26726,+0099,+0210,10086,220,0030,NaN,9,2016,4,24,15
26729,+0100,+0200,NaN,180,0040,NaN,10,2016,4,24,16
26731,+0100,+0190,NaN,180,0050,NaN,10,2016,4,24,17
26733,+0104,+0187,10090,200,0030,NaN,6,2016,4,24,18
26736,+0110,+0180,NaN,140,0020,NaN,10,2016,4,24,19
26738,+0110,+0160,NaN,100,0020,NaN,10,2016,4,24,20
26740,+0106,+0165,10102,160,0020,NaN,9,2016,4,24,21
26743,+0110,+0160,NaN,120,0020,NaN,10,2016,4,24,22
26745,+0110,+0170,NaN,120,0030,NaN,10,2016,4,24,23
26747,+0110,+0180,10122,220,0020,  ,6,2016,4,25,0
26750,+0120,+0200,NaN,130,0020,NaN,0,2016,4,25,1
26752,+0120,+0220,NaN,170,0020,NaN,0,2016,4,25,2
26754,+0115,+0235,10128,200,0040,  ,1,2016,4,25,3
26757,+0110,+0250,NaN,180,0050,NaN,0,2016,4,25,4
26759,+0110,+0270,NaN,160,0060,NaN,0,2016,4,25,5
26761,+0086,+0277,10117,180,0030,  ,6,2016,4,25,6
26764,+0080,+0280,NaN,160,0070,NaN,10,2016,4,25,7
26766,+0060,+0290,NaN,190,0070,NaN,10,2016,4,25,8
26768,+0049,+0272,10110,200,0050,  ,7,2016,4,25,9
26771,+0060,+0270,NaN,200,0050,NaN,10,2016,4,25,10
