,dew_point,air_temp,air_pressure,wind_dir,wind_speed,cumulative_snow_hours,cumulative_rain_hours,year,month,day,hour
0,-0204,-0072,10349,340,0010,NaN,NaN,2015,1,1,0
3,-0220,-0050,NaN,020,0020,NaN,10,2015,1,1,1
5,-0220,-0030,NaN,030,0030,NaN,10,2015,1,1,2
7,-0225,-0012,10340,180,0030,NaN,71,2015,1,1,3
10,-0220,+0000,NaN,NaN,0020,NaN,10,2015,1,1,4
12,-0220,+0010,NaN,160,0030,NaN,10,2015,1,1,5
14,-0234,+0022,10289,220,0030,NaN,6,2015,1,1,6
17,-0230,+0020,NaN,200,0030,NaN,10,2015,1,1,7
19,-0240,+0020,NaN,180,0040,NaN,10,2015,1,1,8
21,-0228,+0001,10269,220,0010,  ,1,2015,1,1,9
24,-0210,-0010,NaN,180,0030,NaN,10,2015,1,1,10
26,-0190,-0020,NaN,NaN,0010,NaN,10,2015,1,1,11
28,-0213,-0019,10266,200,0020,NaN,1,2015,1,1,12
31,-0190,-0080,NaN,070,0010,NaN,0,2015,1,1,13
33,-0180,-0060,NaN,340,0020,NaN,0,2015,1,1,14
35,-0191,-0049,10272,320,0010,  ,NaN,2015,1,1,15
38,-0180,-0040,NaN,260,0020,NaN,0,2015,1,1,16
40,-0190,-0050,NaN,350,0030,NaN,10,2015,1,1,17
42,-0178,-0057,10287,NaN,9999,  ,1,2015,1,1,18
45,-0180,-0020,NaN,020,0050,NaN,10,2015,1,1,19
47,-0180,-0030,NaN,020,0040,NaN,10,2015,1,1,20
49,-0190,-0031,10304,040,0030,  ,NaN,2015,1,1,21
52,-0180,-0050,NaN,NaN,0010,NaN,10,2015,1,1,22
54,-0170,-0070,NaN,020,0020,NaN,10,2015,1,1,23
56,-0171,-0057,10321,040,0020,NaN,NaN,2015,1,2,0
59,-0150,-0010,NaN,NaN,0010,NaN,10,2015,1,2,1
61,-0180,+0000,NaN,030,0030,NaN,10,2015,1,2,2
63,-0190,+0016,10328,040,0020,NaN,21,2015,1,2,3
66,-0190,+0030,NaN,040,0040,NaN,10,2015,1,2,4
68,-0180,+0050,NaN,020,0020,NaN,10,2015,1,2,5
70,-0185,+0045,10296,200,0030,NaN,24,2015,1,2,6
73,-0190,+0050,NaN,220,0030,NaN,10,2015,1,2,7
75,-0180,+0040,NaN,190,0030,NaN,10,2015,1,2,8
77,-0178,+0016,10286,220,0030,  ,1,2015,1,2,9
80,-0170,+0030,NaN,NaN,0040,NaN,10,2015,1,2,10
82,-0180,+0010,NaN,210,0020,NaN,0,2015,1,2,11
84,-0174,-0012,10279,220,0020,  ,1,2015,1,2,12
87,-0160,-0020,NaN,150,0020,NaN,0,2015,1,2,13
89,-0150,-0030,NaN,160,0010,NaN,0,2015,1,2,14
91,-0171,-0022,10255,200,0020,  ,NaN,2015,1,2,15
94,-0150,-0050,NaN,NaN,0000,NaN,0,2015,1,2,16
96,-0150,-0060,NaN,090,0020,NaN,0,2015,1,2,17
98,-0163,-0048,10233,250,0010,  ,1,2015,1,2,18
101,-0150,-0080,NaN,080,0020,NaN,0,2015,1,2,19
103,-0150,-0080,NaN,020,0010,NaN,0,2015,1,2,20
105,-0155,-0060,10205,110,0010,  ,NaN,2015,1,2,21
108,-0130,-0070,NaN,350,0010,NaN,0,2015,1,2,22
110,-0130,-0050,NaN,NaN,0010,NaN,0,2015,1,2,23
112,-0144,-0042,10187,070,0020,  ,7,2015,1,3,0
115,-0120,-0040,NaN,360,0010,NaN,0,2015,1,3,1
117,-0120,-0020,NaN,030,0010,NaN,0,2015,1,3,2
119,-0145,-0010,10176,040,0020,  ,1,2015,1,3,3
122,-0140,+0010,NaN,NaN,0010,NaN,0,2015,1,3,4
124,-0140,+0020,NaN,NaN,0010,NaN,0,2015,1,3,5
126,-0148,+0023,10141,040,0010,  ,1,2015,1,3,6
129,-0140,+0030,NaN,NaN,0010,NaN,0,2015,1,3,7
131,-0150,+0030,NaN,200,0020,NaN,0,2015,1,3,8
133,-0140,+0013,10143,180,0010,  ,1,2015,1,3,9
136,-0130,-0020,NaN,NaN,0010,NaN,0,2015,1,3,10
138,-0130,-0040,NaN,NaN,0010,NaN,0,2015,1,3,11
140,-0136,-0011,10156,200,0010,  ,1,2015,1,3,12
143,-0120,-0040,NaN,NaN,0000,NaN,0,2015,1,3,13
145,-0120,-0060,NaN,NaN,0010,NaN,0,2015,1,3,14
147,-0127,-0038,10155,360,0010,  ,NaN,2015,1,3,15
150,-0130,-0070,NaN,360,0020,NaN,0,2015,1,3,16
152,-0130,-0070,NaN,350,0030,NaN,0,2015,1,3,17
154,-0123,-0053,10158,040,0010,  ,1,2015,1,3,18
157,-0130,-0060,NaN,330,0030,NaN,0,2015,1,3,19
159,-0140,-0050,NaN,320,0020,NaN,0,2015,1,3,20
161,-0120,-0067,10154,090,0010,  ,NaN,2015,1,3,21
164,-0130,-0070,NaN,360,0040,NaN,0,2015,1,3,22
166,-0140,-0060,NaN,030,0020,NaN,0,2015,1,3,23
168,-0123,-0036,10170,220,0010,  ,7,2015,1,4,0
171,-0120,-0010,NaN,180,0030,NaN,0,2015,1,4,1
173,-0140,+0000,NaN,200,0020,NaN,0,2015,1,4,2
175,-0124,+0040,10183,290,0010,  ,1,2015,1,4,3
178,-0140,+0060,NaN,330,0020,NaN,0,2015,1,4,4
180,-0140,+0080,NaN,NaN,0010,NaN,0,2015,1,4,5
182,-0133,+0084,10157,090,0030,  ,1,2015,1,4,6
185,-0140,+0080,NaN,110,0030,NaN,0,2015,1,4,7
187,-0130,+0070,NaN,120,0030,NaN,0,2015,1,4,8
189,-0127,+0053,10163,090,0020,  ,1,2015,1,4,9
192,-0120,+0040,NaN,NaN,0010,NaN,0,2015,1,4,10
194,-0110,+0010,NaN,040,0010,NaN,0,2015,1,4,11
196,-0108,+0013,10177,090,0010,  ,1,2015,1,4,12
199,-0090,+0000,NaN,070,0010,NaN,0,2015,1,4,13
201,-0090,+0010,NaN,NaN,0010,NaN,0,2015,1,4,14
203,-0066,+0020,10177,040,0010,  ,NaN,2015,1,4,15
206,-0090,+0010,NaN,NaN,0010,NaN,0,2015,1,4,16
208,-0090,+0020,NaN,NaN,0010,NaN,0,2015,1,4,17
210,-0075,+0010,10167,360,0010,  ,1,2015,1,4,18
213,-0090,+0010,NaN,NaN,0000,NaN,0,2015,1,4,19
215,-0080,-0010,NaN,NaN,0010,NaN,0,2015,1,4,20
217,-0058,+0018,10159,020,0010,  ,NaN,2015,1,4,21
220,-0070,-0010,NaN,NaN,0010,NaN,0,2015,1,4,22
222,-0070,+0000,NaN,010,0030,NaN,0,2015,1,4,23
224,-0051,+0025,10161,090,0020,  ,7,2015,1,5,0
227,-0090,+0030,NaN,330,0020,NaN,0,2015,1,5,1
229,-0090,+0050,NaN,330,0030,NaN,0,2015,1,5,2
231,-0062,+0076,10172,070,0010,  ,1,2015,1,5,3
234,-0090,+0090,NaN,020,0030,NaN,0,2015,1,5,4
236,-0120,+0110,NaN,360,0050,NaN,0,2015,1,5,5
238,-0135,+0097,10175,340,0060,  ,7,2015,1,5,6
241,-0140,+0090,NaN,320,0090,NaN,10,2015,1,5,7
243,-0160,+0080,NaN,350,0070,NaN,10,2015,1,5,8
245,-0179,+0061,10228,360,0060,  ,6,2015,1,5,9
248,-0180,+0040,NaN,350,0080,NaN,10,2015,1,5,10
250,-0210,+0030,NaN,340,0090,NaN,10,2015,1,5,11
252,-0234,+0022,10272,340,0070,  ,3,2015,1,5,12
255,-0230,+0010,NaN,320,0090,NaN,10,2015,1,5,13
257,-0230,+0000,NaN,330,0110,NaN,10,2015,1,5,14
259,-0271,-0001,10289,360,0050,  ,NaN,2015,1,5,15
262,-0240,-0050,NaN,350,0060,NaN,10,2015,1,5,16
264,-0240,-0040,NaN,360,0070,NaN,10,2015,1,5,17
266,-0261,-0011,10300,340,0040,  ,NaN,2015,1,5,18
269,-0240,-0040,NaN,060,0020,NaN,10,2015,1,5,19
271,-0230,-0050,NaN,020,0020,NaN,10,2015,1,5,20
273,-0226,-0013,10297,360,0040,  ,NaN,2015,1,5,21
276,-0230,-0060,NaN,NaN,0010,NaN,10,2015,1,5,22
278,-0230,-0060,NaN,NaN,0010,NaN,10,2015,1,5,23
280,-0211,-0028,10299,040,0020,NaN,NaN,2015,1,6,0
283,-0190,+0000,NaN,350,0040,NaN,10,2015,1,6,1
285,-0220,+0000,NaN,030,0030,NaN,10,2015,1,6,2
287,-0218,+0022,10288,360,0010,NaN,71,2015,1,6,3
290,-0220,+0040,NaN,310,0070,NaN,10,2015,1,6,4
292,-0220,+0050,NaN,310,0070,NaN,10,2015,1,6,5
294,-0224,+0034,10259,220,0040,NaN,6,2015,1,6,6
297,-0210,+0050,NaN,240,0040,NaN,10,2015,1,6,7
299,-0210,+0050,NaN,220,0050,NaN,10,2015,1,6,8
301,-0222,+0017,10260,220,0020,  ,6,2015,1,6,9
304,-0220,+0030,NaN,210,0030,NaN,10,2015,1,6,10
306,-0210,+0020,NaN,200,0030,NaN,10,2015,1,6,11
308,-0198,-0007,10268,220,0020,  ,1,2015,1,6,12
311,-0200,+0020,NaN,280,0030,NaN,10,2015,1,6,13
313,-0180,-0060,NaN,360,0020,NaN,0,2015,1,6,14
315,-0189,-0024,10270,220,0010,  ,NaN,2015,1,6,15
318,-0170,-0080,NaN,360,0030,NaN,0,2015,1,6,16
320,-0170,-0050,NaN,360,0010,NaN,0,2015,1,6,17
322,-0169,-0048,10275,NaN,9999,  ,1,2015,1,6,18
325,-0170,-0070,NaN,360,0030,NaN,10,2015,1,6,19
327,-0170,-0070,NaN,320,0020,NaN,10,2015,1,6,20
329,-0157,-0065,10277,NaN,9999,  ,NaN,2015,1,6,21
332,-0140,-0080,NaN,NaN,0010,NaN,10,2015,1,6,22
334,-0170,-0070,NaN,350,0020,NaN,10,2015,1,6,23
336,-0166,-0048,10300,040,0010,  ,7,2015,1,7,0
339,-0150,-0030,NaN,360,0020,NaN,10,2015,1,7,1
341,-0180,+0010,NaN,NaN,0010,NaN,10,2015,1,7,2
343,-0193,+0019,10315,090,0030,  ,1,2015,1,7,3
346,-0200,+0030,NaN,170,0020,NaN,10,2015,1,7,4
348,-0200,+0030,NaN,100,0020,NaN,10,2015,1,7,5
350,-0195,+0032,10304,200,0020,  ,7,2015,1,7,6
353,-0200,+0030,NaN,NaN,0010,NaN,10,2015,1,7,7
355,-0200,+0030,NaN,NaN,0010,NaN,10,2015,1,7,8
357,-0177,+0018,10308,090,0010,  ,6,2015,1,7,9
360,-0170,-0020,NaN,NaN,0000,NaN,10,2015,1,7,10
362,-0150,-0040,NaN,NaN,0010,NaN,0,2015,1,7,11
364,-0118,-0011,10321,180,0010,  ,1,2015,1,7,12
367,-0100,-0030,NaN,150,0020,NaN,0,2015,1,7,13
369,-0100,-0050,NaN,NaN,0010,NaN,0,2015,1,7,14
371,-0079,-0026,10322,200,0010,  ,NaN,2015,1,7,15
374,-0100,-0050,NaN,NaN,0010,NaN,0,2015,1,7,16
376,-0100,-0050,NaN,120,0010,NaN,0,2015,1,7,17
378,-0063,-0037,10329,270,0020,  ,1,2015,1,7,18
381,-0100,-0050,NaN,070,0020,NaN,0,2015,1,7,19
383,-0110,-0060,NaN,NaN,0010,NaN,0,2015,1,7,20
385,-0076,-0061,10315,NaN,9999,  ,NaN,2015,1,7,21
388,-0120,-0080,NaN,360,0030,NaN,0,2015,1,7,22
390,-0140,-0110,NaN,020,0020,NaN,0,2015,1,7,23
392,-0073,-0061,10320,040,0010,  ,7,2015,1,8,0
395,-0120,-0050,NaN,360,0020,NaN,0,2015,1,8,1
397,-0120,-0020,NaN,350,0020,NaN,0,2015,1,8,2
399,-0080,-0003,10309,040,0010,  ,1,2015,1,8,3
402,-0130,+0010,NaN,310,0020,NaN,0,2015,1,8,4
404,-0130,+0030,NaN,NaN,0010,NaN,0,2015,1,8,5
406,-0099,+0034,10279,200,0030,  ,1,2015,1,8,6
409,-0110,+0050,NaN,200,0030,NaN,0,2015,1,8,7
411,-0100,+0050,NaN,190,0020,NaN,0,2015,1,8,8
413,-0110,+0022,10278,200,0010,  ,1,2015,1,8,9
416,-0100,+0000,NaN,NaN,0010,NaN,0,2015,1,8,10
418,-0100,-0030,NaN,070,0020,NaN,0,2015,1,8,11
420,-0105,-0011,10282,NaN,9999,  ,1,2015,1,8,12
423,-0120,-0050,NaN,NaN,0010,NaN,0,2015,1,8,13
425,-0120,-0050,NaN,360,0020,NaN,0,2015,1,8,14
427,-0101,-0035,10286,250,0010,  ,NaN,2015,1,8,15
430,-0120,-0060,NaN,340,0030,NaN,0,2015,1,8,16
432,-0110,-0040,NaN,350,0030,NaN,0,2015,1,8,17
434,-0093,-0033,10292,090,0020,  ,1,2015,1,8,18
437,-0120,-0070,NaN,330,0030,NaN,0,2015,1,8,19
439,-0110,-0040,NaN,310,0040,NaN,0,2015,1,8,20
441,-0167,+9999,10287,360,0050,  ,NaN,2015,1,8,21
444,-0140,-0070,NaN,020,0020,NaN,0,2015,1,8,22
446,-0130,-0040,NaN,360,0040,NaN,10,2015,1,8,23
448,-0174,-0007,10303,040,0020,NaN,NaN,2015,1,9,0
451,-0130,-0010,NaN,360,0050,NaN,10,2015,1,9,1
453,-0160,+0020,NaN,010,0030,NaN,10,2015,1,9,2
455,-0186,+0043,10314,020,0040,NaN,21,2015,1,9,3
458,-0180,+0050,NaN,320,0090,NaN,10,2015,1,9,4
460,-0180,+0060,NaN,310,0070,NaN,10,2015,1,9,5
462,-0175,+0065,10285,360,0020,NaN,24,2015,1,9,6
465,-0180,+0070,NaN,290,0060,NaN,10,2015,1,9,7
467,-0170,+0070,NaN,310,0060,NaN,10,2015,1,9,8
469,-0175,+0057,10280,040,0020,NaN,71,2015,1,9,9
472,-0170,+0070,NaN,300,0030,NaN,10,2015,1,9,10
474,-0160,+0020,NaN,NaN,0010,NaN,10,2015,1,9,11
476,-0147,+0019,10280,200,0020,NaN,1,2015,1,9,12
479,-0140,-0040,NaN,NaN,0010,NaN,10,2015,1,9,13
481,-0130,-0050,NaN,NaN,0000,NaN,10,2015,1,9,14
483,-0129,+0012,10269,250,0020,  ,NaN,2015,1,9,15
486,-0140,-0050,NaN,010,0020,NaN,0,2015,1,9,16
488,-0140,-0070,NaN,NaN,0010,NaN,0,2015,1,9,17
490,-0125,-0022,10256,250,0010,  ,1,2015,1,9,18
493,-0140,-0060,NaN,340,0010,NaN,0,2015,1,9,19
495,-0140,-0080,NaN,350,0020,NaN,0,2015,1,9,20
497,-0125,-0041,10241,220,0010,  ,NaN,2015,1,9,21
500,-0140,-0070,NaN,NaN,0010,NaN,0,2015,1,9,22
502,-0140,-0090,NaN,NaN,0010,NaN,0,2015,1,9,23
504,-0122,-0050,10240,250,0010,  ,4,2015,1,10,0
507,-0120,-0040,NaN,080,0010,NaN,0,2015,1,10,1
509,-0120,+0000,NaN,NaN,0010,NaN,0,2015,1,10,2
511,-0106,+0047,10225,160,0010,NaN,1,2015,1,10,3
514,-0130,+0090,NaN,NaN,0020,NaN,0,2015,1,10,4
516,-0140,+0120,NaN,260,0040,NaN,10,2015,1,10,5
518,-0149,+0107,10197,200,0030,NaN,1,2015,1,10,6
521,-0160,+0120,NaN,290,0090,NaN,10,2015,1,10,7
523,-0150,+0120,NaN,290,0080,94,10,2015,1,10,8
525,-0154,+0082,10208,180,0020,NaN,1,2015,1,10,9
528,-0160,+0110,NaN,230,0040,NaN,10,2015,1,10,10
530,-0160,+0090,NaN,290,0030,NaN,10,2015,1,10,11
532,-0120,+0022,10220,220,0020,NaN,1,2015,1,10,12
535,-0140,+9999,NaN,360,0020,NaN,10,2015,1,10,13
537,-0150,+0060,NaN,020,0050,NaN,10,2015,1,10,14
539,-0121,+0017,10249,040,0010,  ,NaN,2015,1,10,15
542,-0150,+0050,NaN,040,0050,NaN,10,2015,1,10,16
544,-0140,+0040,NaN,040,0060,NaN,10,2015,1,10,17
546,-0136,+0031,10279,040,0030,  ,NaN,2015,1,10,18
549,-0150,+0030,NaN,050,0050,NaN,10,2015,1,10,19
551,-0170,+0020,NaN,050,0050,NaN,10,2015,1,10,20
553,-0164,+0009,10299,040,0040,  ,NaN,2015,1,10,21
556,-0170,+0010,NaN,040,0040,NaN,10,2015,1,10,22
558,-0170,+0010,NaN,030,0050,NaN,10,2015,1,10,23
560,-0164,-0019,10340,220,0010,NaN,NaN,2015,1,11,0
563,-0170,+0020,NaN,NaN,0010,NaN,10,2015,1,11,1
565,-0170,+0040,NaN,NaN,0010,NaN,10,2015,1,11,2
567,-0173,+0036,10351,250,0010,NaN,21,2015,1,11,3
570,-0170,+0050,NaN,NaN,0020,NaN,10,2015,1,11,4
572,-0160,+0050,NaN,NaN,0010,NaN,10,2015,1,11,5
574,-0158,+0061,10331,140,0010,NaN,24,2015,1,11,6
577,-0160,+0060,NaN,NaN,0020,NaN,10,2015,1,11,7
579,-0150,+0060,NaN,NaN,0010,NaN,10,2015,1,11,8
581,-0099,+0038,10340,200,0010,NaN,1,2015,1,11,9
584,-0140,+0030,NaN,170,0010,NaN,10,2015,1,11,10
586,-0140,+0010,NaN,NaN,0010,NaN,10,2015,1,11,11
588,-0079,+0011,10358,200,0020,NaN,1,2015,1,11,12
591,-0080,+0030,NaN,200,0030,NaN,0,2015,1,11,13
593,-0110,-0030,NaN,090,0010,NaN,0,2015,1,11,14
595,-0094,-0010,10372,180,0030,  ,NaN,2015,1,11,15
598,-0090,-0020,NaN,160,0020,NaN,0,2015,1,11,16
600,-0090,-0030,NaN,130,0020,NaN,0,2015,1,11,17
602,-0094,-0027,10377,200,0010,  ,1,2015,1,11,18
605,-0100,-0040,NaN,120,0020,NaN,0,2015,1,11,19
607,-0090,-0050,NaN,110,0020,NaN,0,2015,1,11,20
609,-0091,-0039,10378,180,0010,  ,NaN,2015,1,11,21
612,-0100,-0060,NaN,100,0010,NaN,0,2015,1,11,22
614,-0090,-0060,NaN,090,0020,NaN,0,2015,1,11,23
616,-0081,-0042,10388,110,0010,NaN,NaN,2015,1,12,0
619,-0080,-0040,NaN,070,0020,NaN,0,2015,1,12,1
621,-0070,-0020,NaN,NaN,0010,NaN,0,2015,1,12,2
623,-0076,-0001,10396,200,0020,  ,1,2015,1,12,3
626,-0070,+0010,NaN,140,0030,NaN,0,2015,1,12,4
628,-0090,+0030,NaN,150,0020,NaN,0,2015,1,12,5
630,-0126,+0038,10362,180,0030,  ,6,2015,1,12,6
633,-0120,+0040,NaN,180,0030,NaN,0,2015,1,12,7
635,-0130,+0030,NaN,140,0020,NaN,0,2015,1,12,8
637,-0137,+0025,10354,180,0020,  ,7,2015,1,12,9
640,-0120,-0010,NaN,120,0010,NaN,10,2015,1,12,10
642,-0120,-0020,NaN,120,0020,NaN,10,2015,1,12,11
644,-0126,-0013,10358,NaN,9999,  ,1,2015,1,12,12
647,-0100,-0040,NaN,060,0010,NaN,0,2015,1,12,13
649,-0100,-0040,NaN,090,0010,NaN,0,2015,1,12,14
651,-0081,-0004,10353,160,0010,  ,NaN,2015,1,12,15
654,-0100,-0040,NaN,090,0010,NaN,0,2015,1,12,16
656,-0090,-0040,NaN,090,0010,NaN,0,2015,1,12,17
658,-0082,-0031,10345,040,0010,  ,1,2015,1,12,18
661,-0090,-0050,NaN,NaN,0000,NaN,0,2015,1,12,19
663,-0090,-0070,NaN,NaN,0000,NaN,0,2015,1,12,20
665,-0066,-0037,10331,070,0020,  ,NaN,2015,1,12,21
668,-0100,-0060,NaN,350,0020,NaN,0,2015,1,12,22
670,-0110,-0060,NaN,010,0010,NaN,0,2015,1,12,23
672,-0063,-0040,10337,040,0010,  ,7,2015,1,13,0
675,-0100,-0050,NaN,010,0020,NaN,0,2015,1,13,1
677,-0080,-0020,NaN,NaN,0010,NaN,0,2015,1,13,2
679,-0063,-0003,10336,360,0020,  ,1,2015,1,13,3
682,-0060,+0010,NaN,NaN,0020,NaN,0,2015,1,13,4
684,-0070,+0010,NaN,070,0020,NaN,0,2015,1,13,5
686,-0069,+0022,10305,090,0020,  ,1,2015,1,13,6
689,-0070,+0030,NaN,120,0020,NaN,0,2015,1,13,7
691,-0070,+0020,NaN,NaN,0010,NaN,0,2015,1,13,8
693,-0080,+0018,10304,110,0010,  ,1,2015,1,13,9
696,-0060,-0010,NaN,NaN,0000,NaN,0,2015,1,13,10
698,-0070,-0040,NaN,050,0010,NaN,0,2015,1,13,11
700,-0075,-0018,10314,040,0010,  ,1,2015,1,13,12
703,-0090,-0050,NaN,080,0010,NaN,0,2015,1,13,13
705,-0060,-0040,NaN,NaN,0010,NaN,0,2015,1,13,14
707,-0074,-0036,10317,020,0010,  ,NaN,2015,1,13,15
710,-0080,-0060,NaN,010,0010,NaN,0,2015,1,13,16
712,-0080,-0060,NaN,020,0010,NaN,0,2015,1,13,17
714,-0071,-0040,10316,040,0010,  ,41,2015,1,13,18
717,-0080,-0050,NaN,350,0020,NaN,0,2015,1,13,19
719,-0070,-0030,NaN,340,0030,NaN,0,2015,1,13,20
721,-0063,-0021,10305,040,0010,  ,NaN,2015,1,13,21
724,-0080,-0030,NaN,330,0020,NaN,0,2015,1,13,22
726,-0080,-0020,NaN,320,0030,NaN,0,2015,1,13,23
728,-0076,-0010,10312,040,0010,  ,8,2015,1,14,0
731,-0090,-0020,NaN,330,0040,NaN,0,2015,1,14,1
733,-0090,-0020,NaN,360,0040,NaN,0,2015,1,14,2
735,-0072,+0001,10315,040,0020,  ,1,2015,1,14,3
738,-0080,-0010,NaN,340,0030,NaN,0,2015,1,14,4
740,-0080,-0010,NaN,350,0020,NaN,0,2015,1,14,5
742,-0052,+0008,10294,040,0020,  ,6,2015,1,14,6
745,-0080,+0000,NaN,340,0020,NaN,0,2015,1,14,7
747,-0070,+0000,NaN,080,0010,NaN,0,2015,1,14,8
749,-0044,+0008,10300,090,0010,  ,1,2015,1,14,9
752,-0080,-0010,NaN,110,0010,NaN,0,2015,1,14,10
754,-0090,-0010,NaN,130,0010,NaN,0,2015,1,14,11
756,-0033,-0003,10308,220,0010,  ,6,2015,1,14,12
759,-0090,-0040,NaN,110,0010,NaN,0,2015,1,14,13
761,-0090,-0050,NaN,060,0010,NaN,0,2015,1,14,14
763,-0042,-0017,10307,200,0020,  ,NaN,2015,1,14,15
766,-0080,-0050,NaN,NaN,0010,P2,0,2015,1,14,16
768,-0090,-0050,NaN,NaN,0010,14,0,2015,1,14,17
770,-0047,-0039,10299,250,0010,  ,41,2015,1,14,18
773,-0090,-0060,NaN,360,0020,NaN,0,2015,1,14,19
775,-0100,-0070,NaN,010,0010,NaN,0,2015,1,14,20
777,-0052,-0048,10291,NaN,9999,  ,NaN,2015,1,14,21
780,-0100,-0080,NaN,NaN,0010,NaN,0,2015,1,14,22
782,-0090,-0060,NaN,340,0030,NaN,0,2015,1,14,23
784,-0048,-0044,10300,200,0010,  ,24,2015,1,15,0
787,-0080,-0050,NaN,110,0010,18,0,2015,1,15,1
789,-0080,-0040,NaN,060,0020,12,0,2015,1,15,2
791,-0049,-0029,10302,200,0010,NaN,41,2015,1,15,3
794,-0040,-0010,NaN,NaN,0010,09,0,2015,1,15,4
796,-0040,-0010,NaN,130,0020,09,0,2015,1,15,5
798,-0047,-0006,10269,200,0020,  ,41,2015,1,15,6
801,-0050,+0000,NaN,140,0020,12,0,2015,1,15,7
803,-0070,+0000,NaN,150,0020,16,0,2015,1,15,8
805,-0039,-0009,10264,220,0020,  ,41,2015,1,15,9
808,-0050,-0010,NaN,170,0020,18,0,2015,1,15,10
810,-0050,-0010,NaN,150,0010,17,0,2015,1,15,11
812,-0041,-0031,10264,220,0020,  ,41,2015,1,15,12
815,-0060,-0040,NaN,070,0010,14,0,2015,1,15,13
817,-0070,-0050,NaN,080,0010,15,0,2015,1,15,14
819,-0035,-0034,10262,250,0020,  ,NaN,2015,1,15,15
822,-0070,-0060,NaN,NaN,0010,12,0,2015,1,15,16
824,-0060,-0050,NaN,NaN,0010,10,0,2015,1,15,17
826,-0033,-0032,10255,270,0020,  ,41,2015,1,15,18
829,-0050,-0050,NaN,210,0020,08,0,2015,1,15,19
831,-0060,-0060,NaN,NaN,0010,07,0,2015,1,15,20
833,-0111,+0000,10249,360,0030,  ,NaN,2015,1,15,21
836,-0080,-0070,NaN,350,0020,NaN,0,2015,1,15,22
838,-0100,-0070,NaN,150,0020,NaN,0,2015,1,15,23
840,-0142,+0002,10274,360,0040,NaN,NaN,2015,1,16,0
843,-0170,+0010,NaN,330,0110,NaN,10,2015,1,16,1
845,-0180,+0010,NaN,330,0120,NaN,10,2015,1,16,2
847,-0168,+0010,10297,320,0050,  ,1,2015,1,16,3
850,-0180,+0030,NaN,330,0110,NaN,10,2015,1,16,4
852,-0190,+0030,NaN,330,0110,NaN,10,2015,1,16,5
854,-0174,+0021,10300,320,0040,NaN,24,2015,1,16,6
857,-0190,+0040,NaN,330,0090,NaN,10,2015,1,16,7
859,-0180,+0030,NaN,320,0100,95,10,2015,1,16,8
861,-0172,+0017,10313,340,0050,NaN,21,2015,1,16,9
864,-0180,+0010,NaN,330,0080,NaN,10,2015,1,16,10
866,-0170,+0000,NaN,330,0070,NaN,10,2015,1,16,11
868,-0165,+0003,10346,360,0040,NaN,NaN,2015,1,16,12
871,-0160,-0020,NaN,330,0040,NaN,10,2015,1,16,13
873,-0170,-0030,NaN,350,0050,NaN,10,2015,1,16,14
875,-0166,-0012,10358,020,0020,  ,NaN,2015,1,16,15
878,-0170,-0050,NaN,NaN,0010,NaN,10,2015,1,16,16
880,-0170,-0060,NaN,010,0040,NaN,10,2015,1,16,17
882,-0178,-0039,10355,040,0020,  ,NaN,2015,1,16,18
885,-0170,-0050,NaN,010,0040,NaN,10,2015,1,16,19
887,-0170,-0050,NaN,030,0060,NaN,10,2015,1,16,20
889,-0182,-0055,10348,040,0020,  ,NaN,2015,1,16,21
892,-0170,-0060,NaN,040,0030,NaN,10,2015,1,16,22
894,-0170,-0060,NaN,030,0030,NaN,10,2015,1,16,23
896,-0175,-0067,10355,270,0010,NaN,NaN,2015,1,17,0
899,-0170,-0040,NaN,350,0030,NaN,10,2015,1,17,1
901,-0160,-0030,NaN,330,0030,NaN,10,2015,1,17,2
903,-0161,-0011,10347,220,0020,  ,7,2015,1,17,3
906,-0150,+0000,NaN,NaN,0010,NaN,10,2015,1,17,4
908,-0160,+0010,NaN,NaN,0020,NaN,10,2015,1,17,5
910,-0153,+0022,10307,220,0040,  ,7,2015,1,17,6
913,-0160,+0030,NaN,210,0030,NaN,10,2015,1,17,7
915,-0150,+0020,NaN,180,0020,NaN,10,2015,1,17,8
917,-0147,+0019,10287,220,0020,  ,6,2015,1,17,9
920,-0140,-0020,NaN,090,0010,NaN,0,2015,1,17,10
922,-0130,-0030,NaN,060,0010,NaN,0,2015,1,17,11
924,-0136,-0004,10286,200,0010,  ,1,2015,1,17,12
927,-0130,-0020,NaN,NaN,0010,NaN,0,2015,1,17,13
929,-0130,-0020,NaN,NaN,0010,NaN,0,2015,1,17,14
931,-0136,-0003,10270,250,0010,  ,NaN,2015,1,17,15
934,-0130,-0020,NaN,060,0020,NaN,0,2015,1,17,16
936,-0130,-0020,NaN,NaN,0010,NaN,0,2015,1,17,17
938,-0126,-0010,10239,020,0010,  ,1,2015,1,17,18
941,-0120,-0030,NaN,NaN,0010,NaN,0,2015,1,17,19
943,-0120,-0020,NaN,NaN,0000,NaN,0,2015,1,17,20
945,-0131,-0012,10203,090,0010,  ,NaN,2015,1,17,21
948,-0120,-0030,NaN,020,0010,NaN,0,2015,1,17,22
950,-0120,-0030,NaN,NaN,0010,NaN,0,2015,1,17,23
952,-0118,-0014,10192,220,0010,  ,7,2015,1,18,0
955,-0110,-0020,NaN,NaN,0010,NaN,0,2015,1,18,1
