date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20140529,0,PM2.5,36.3,53.9,38.7,38.2,47,40.8,44.2,42.6,31.5,48.3,42.8,56.3,43,37.1,90.2,41.9,55,32.4,48.4,35.2,33.5,30.9,28.9,31.1,32.9,30.1,28.9,28.1,33.7,,37.1,43,52.6,42.3,36.4
20140529,0,PM2.5_24h,26,38.2,28,31.4,38.6,31.2,36.6,32.1,21.1,38,32.9,58.1,32.5,34.5,48.7,46.5,34.5,26.6,30,21.6,28.1,21.2,17.9,24.8,20.9,15.4,20,35.2,26.5,,40,42.2,46.4,46.3,31.6
20140529,0,PM10,131.5,90.1,152.1,131.3,,138.4,136.9,188,101.7,178,121.7,190.4,88.6,110.7,104.1,123.8,120.8,75.6,199.5,137.9,106.9,103.9,62.8,65.9,,,187.3,109.2,112.6,155.7,139.1,124.3,96.2,139.2,121.5
20140529,0,PM10_24h,108.9,93.5,111.3,109,,106.3,119.1,133.3,80.3,126.1,85.6,149.3,80.5,92.3,90.9,139.4,89.2,71.7,124.7,73.3,91.3,69.3,69,51.2,,,72.5,82.5,119.7,122.7,123.1,125,96.2,148.5,112.8
20140529,0,AQI,80,72,81,80,55,79,85,92,66,89,68,100,66,72,71,95,70,61,88,62,71,60,60,51,55,40,62,67,85,87,87,88,74,100,82
20140529,1,PM2.5,37.9,39.5,46,37,48,37.9,48.8,39,31.5,52,47.3,57.5,44.6,43.5,49.1,40.5,58.4,31.6,61,28.4,33.5,37.3,21.5,26.5,28.2,23.9,34.3,32.2,36.1,,40.4,40.7,50.3,46.6,37.7
20140529,1,PM2.5_24h,26.8,39.2,29.3,32,39.7,32.6,37.5,32.6,22.2,39.1,34.6,59.9,33.7,34.8,50.1,46,36.4,27,32.1,21.8,29,22.1,18.3,25.8,21.7,15.9,21,34.7,27.5,,39.6,41.6,46.8,45.9,33.1
20140529,1,PM10,154.2,116.7,147,151.3,,149,150.4,162.6,116.5,180.3,137.3,204.7,95.5,98.2,112.3,129.1,155.9,75.2,240,60,87.6,106.1,73.9,57.4,,,187,106.3,137.4,165.5,159.2,140.1,88.8,178.8,128.9
20140529,1,PM10_24h,110.9,95.4,115.1,112.2,,111,122.3,130.3,83.7,128.8,90.8,156.1,83.8,92.8,93.3,136.4,92.1,73.5,133.1,73.9,90.4,73.1,69.3,52.3,,,79.4,84,123.2,123,124.8,123.2,94.1,149,115.7
20140529,1,AQI,81,73,83,82,56,81,87,91,67,90,71,104,67,72,72,94,72,62,92,62,71,62,60,52,37,34,65,67,87,87,88,87,73,100,83
20140529,2,PM2.5,43.1,41.5,42.1,50.5,62.2,36,43.5,40,33,51,46.9,53.8,43.6,40.6,53.8,38.9,50.9,33.6,53.5,29,29.6,28,26.5,28.2,25.6,28.7,35.3,36.2,35.6,,48.3,40.1,45,43.1,41.4
20140529,2,PM2.5_24h,27.7,39.7,29.9,32.9,40.3,33.6,38.2,33.3,23.5,39.7,36.3,61.2,34.7,34.4,51.2,46.9,37.9,28.1,33.8,22,29.4,22,18.9,26,22.3,16.6,22.1,34,28.2,,39.9,40.6,46.3,45.5,33.9
20140529,2,PM10,160.7,128.1,163.8,157.3,,142.8,171.8,145.1,120.8,196,134.5,207.2,104.3,92,114.8,138,97.4,64.3,182.9,93.4,71.5,112.9,76,52.1,,,177.3,120.7,124.5,189,162,137.6,100.8,146.2,129.9
20140529,2,PM10_24h,114.1,99,118.7,115.7,,114.8,124.9,134.7,87.4,132.3,94.7,160.5,85,92.3,94.9,139.6,93.7,75.8,137.5,75.7,90.9,76.6,70.5,53.2,,,85.9,85.3,125.8,129.5,126.8,120.4,95.2,147.8,115.5
20140529,2,AQI,83,75,85,83,57,83,88,93,69,92,73,106,68,72,73,95,72,63,94,63,71,64,61,52,38,31,68,68,88,90,89,86,73,99,83
20140529,3,PM2.5,134.7,42.1,50.1,40.8,55.4,45.3,47.8,43.5,37.9,54.4,52.1,62.5,43.5,35.1,66.3,48.9,56.5,30.6,41.6,28.7,31.6,33.4,31.1,20.7,27.1,32.5,32.6,37.6,37,,51.5,41.5,45.8,47.3,39.2
20140529,3,PM2.5_24h,32.3,39.9,31.2,33.3,40.8,34.5,39.1,34.2,24.7,40,37.9,62.7,35.7,34.5,52,47.5,39.5,29,33.2,22.7,29.7,22.9,19.8,26.6,23,17.6,23.1,33.1,28.6,,40,39.8,45.7,45.1,34.2
20140529,3,PM10,158.2,123.2,164.1,136.2,,148.7,175.2,110.2,93,186.1,142.5,229.3,104.5,93.9,102.1,154.3,121.5,62.1,100.6,83.4,64.4,101.7,88,50.7,,86.5,145.4,119.7,121.9,154.3,155.6,144.2,100.4,178.5,131.2
20140529,3,PM10_24h,117,101.3,122.7,117.7,,117.5,129.3,135.1,90,134.6,98.7,164.1,87.3,91.9,95.3,137.6,94.9,76.9,133.9,78.1,90.6,79.2,73,54.6,,74.8,91.8,87.3,127.3,132.1,129.8,118.5,92.9,148.1,114.5
20140529,3,AQI,84,76,87,84,58,84,90,93,70,93,75,108,69,71,73,94,73,64,92,65,71,65,62,53,39,63,71,69,89,92,90,85,72,100,83
20140529,4,PM2.5,84,47.1,49.4,45,51.5,42.9,59.7,40.1,43.6,58.7,48.9,59.4,50.7,38.6,65.7,58.9,55.4,31,42.2,27.9,32.4,21.9,27.3,24.6,28.8,29.7,32.1,41.9,41.4,,53.7,49.1,49.8,51.8,43.1
20140529,4,PM2.5_24h,34.9,40.2,32.3,33.8,40.8,35,40.3,35.1,26.3,40.4,39.7,63.3,36.5,35.2,52.4,48,41.1,29.7,33.8,23.4,30.4,23.5,20.9,27.2,23.7,18.4,24.1,32.8,29.5,,40,39.4,45.1,44.6,35.4
20140529,4,PM10,146.8,112.5,147,125.6,,152,193.9,56.7,94.4,192.5,137,197.4,92.8,89.4,96.9,175.4,121.7,49.2,98.1,78,72.9,49.5,83.5,45.5,,54.1,111.3,141.9,137.6,179.6,162.1,147.8,109.8,161.8,61.5
20140529,4,PM10_24h,119,102.3,125.9,119,,120.8,132.4,136.5,92.7,136.6,103.1,166,88.6,92.6,93,141,97.9,76.9,133.1,79.2,91.1,80,75.7,55.5,,76.1,96,90.2,129.5,137.3,130.8,118.6,91.3,146.7,114.4
20140529,4,AQI,85,77,88,85,62,86,92,94,72,94,77,108,70,72,72,96,74,64,92,65,71,65,63,53,40,64,73,71,90,94,91,85,71,99,83
20140529,5,PM2.5,49.4,45.8,42.2,44.1,56.9,48.4,65.1,43.4,38,51.6,57.4,37.2,54.9,45.9,59.1,64.4,51.3,24.4,36,23.7,30.5,30.3,30.9,27.8,33.8,27.9,31.7,49.8,44.5,,52.2,57.6,68.8,49.5,58.1
20140529,5,PM2.5_24h,36.1,40.5,33.4,34.2,41.5,35.9,41.3,36.3,27.5,40.9,41.8,62.7,37.5,36.1,52.1,47.3,42.4,30.2,34.5,23.9,31.3,24,22.1,27.9,24.6,19.3,23.5,32.5,30.6,,40.2,39.8,45.2,44.3,36.2
20140529,5,PM10,152.8,119.7,148.5,122.9,,140,197,169.4,105.9,161.8,128,134.8,116.9,97.4,119.2,166.7,85.5,55.3,99.3,89.7,70.9,76.3,83,55.2,,98.2,113.6,138.6,163.7,173.3,148.5,149.2,143.6,139,181.2
20140529,5,PM10_24h,124,103,129.5,120,,122.6,136.2,137.9,96.5,137.7,106.5,165.2,89,95.4,92.8,137.2,98.2,78.5,135.1,79.7,92.8,79.8,79.2,56.8,,77.2,96.7,91.5,133.5,142.8,133,118.8,90.6,145.3,118.4
20140529,5,AQI,87,77,90,85,63,87,94,94,74,94,79,108,70,73,72,94,75,65,93,65,72,65,65,54,36,64,74,71,92,97,92,85,71,98,85
