date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20140512,0,SO2,2,2,2,2,3.3,2,4.7,12.4,2,2,2,11.7,2,2,2,,2,2,2,3.9,2,2,12.7,2,6.1,2,2,3.3,2,11.7,2,3.4,6.4,5.6,9.4
20140512,0,SO2_24h,2.7,2.1,2,2,4.1,2,5.4,12.4,2,2.2,2,11.7,2,2.1,2,,2.2,2.4,2,2.6,2.1,2.5,7.5,2.2,5.1,2.9,2.2,3.9,2,11.4,2,3.6,14.2,5.4,9.2
20140512,0,NO2,53.1,37.9,60.4,59.2,50.8,55.2,61.4,30.9,22,51.5,25.9,89.6,38,25.3,39.9,,59.9,37.8,52.7,65.4,7.4,43.2,11.7,21.5,31.1,12.3,,10.4,11.1,30,77.3,66.4,61.8,72.9,45.8
20140512,0,NO2_24h,26.6,38.2,40.9,28.6,32.7,31.9,39.9,17.4,10,26.2,18.8,42.6,28.7,34,31.5,,23.6,27.5,23.1,52.6,13,13.7,14.1,11.1,33.1,4.8,,10.8,13.2,25,41.2,43.5,50.2,74.7,44.7
20140512,0,O3,26.2,5.9,22.9,15.5,24.3,33.5,11.4,7.9,12.6,2,26,9.6,33.8,48.7,27,,13.6,26.3,5.4,24.1,50.9,29.6,84.2,10.1,80.7,39.2,39.9,63.9,41.1,58.3,14.9,16.6,11.6,5.4,21.2
20140512,0,O3_24h,108,92.6,98.9,109.8,105.4,120.3,89.3,102,122.7,102.5,111.5,109.6,87.8,95.3,82.5,,112.2,84.3,102.8,58.1,113.7,116.9,121.4,116.4,122.5,122.6,113.7,111,101,119.7,108.1,84,68.5,48.6,102.4
20140512,0,CO,0.8,0.8,0.8,0.9,0.6,0.8,0.8,0.8,0.1,0.8,0.9,1,0.7,0.6,0.8,,0.9,0.9,0.7,0.7,0.6,0.7,0.5,0.1,0.4,0.6,0.6,0.5,0.6,0.5,1,0.7,0.8,1,0.7
20140512,0,CO_24h,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.1,0.8,0.9,0.8,0.8,0.8,0.8,,0.9,0.9,0.6,0.9,0.9,0.8,0.8,0.2,0.7,0.8,0.6,0.7,0.8,0.6,1,0.7,0.9,1,0.8
20140512,1,SO2,2,2,2,2,2.3,2,5.4,12.1,2,2,2,11.8,2,2,2,,2,2,2,4.7,2,2,9.5,2,18.8,2,2,3.6,2,11.7,2,3.3,18.4,6,8.5
20140512,1,SO2_24h,2.6,2.1,2,2,3.9,2,5.4,12.4,2,2.2,2,11.6,2,2,2,,2.1,2.3,2,2.7,2,2,7.6,2.2,5.8,2.3,2.1,3.9,2,11.5,2,3.6,14.4,5.4,9.2
20140512,1,NO2,55.4,44,73.1,69,59.7,63.5,72,31.2,19.6,57.5,30.9,91.2,41.9,26.2,35.9,,66.1,37.2,54.5,60.1,9.9,46.1,21,21.3,30.2,15,,10.2,13.4,22,75.7,73.4,71.5,69.7,57.6
